LTLA Code,MSOA Code,MSOA Name,Under 16,16-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,16+
E07000045,E02004217,Ashburton & Buckfastleigh,1371,1111,429,443,463,527,655,720,525,554,562,440,499,6928
E07000045,E02004218,Kingskerswell,1003,837,357,291,313,352,458,553,525,445,501,366,450,5448
E07000045,E02004219,Ipplepen & Broadhempston,834,746,238,247,294,338,447,508,480,432,475,428,497,5130
E07000046,E02004220,Appledore & Northam North,792,656,302,288,364,328,425,495,522,518,569,468,536,5471
E07000046,E02004221,Westward Ho! & Northam South,773,672,282,266,303,392,428,476,521,531,663,513,737,5784
E07000046,E02004222,Bideford North,963,1006,385,352,338,393,507,525,442,380,408,281,334,5351
E07000046,E02004223,Bideford South & East,2736,2098,916,809,777,795,933,946,916,752,758,514,585,10799
E07000046,E02004224,Hartland Coast,910,802,286,265,303,390,496,609,517,565,575,414,511,5733
E07000046,E02004225,Great Torrington,1035,920,343,311,315,352,475,391,385,355,418,292,441,4998
E07000046,E02004226,Winkleigh & High Bickington,1029,836,324,278,322,445,591,670,743,675,645,487,554,6570
E07000046,E02004227,"Holsworthy, Bradworthy & Welcombe",1694,1423,511,500,491,570,788,862,808,760,810,554,651,8728
E07000046,E02004228,"Shebbear, Cookworthy & Broadheath",1044,934,322,354,351,423,597,709,731,633,664,484,512,6714
E07000047,E02004229,"Hatherleigh, Exbourne & North Tawton",1707,1274,570,555,552,577,721,803,775,661,675,509,633,8305
E07000047,E02004230,Okehampton,1332,1199,429,463,476,511,587,580,469,462,512,426,563,6677
E07000047,E02004231,"Chagford, Princetown & Dartmoor",976,877,401,394,399,469,549,713,623,555,552,410,457,6399
E07000047,E02004232,"Lifton, Lamerton & Bridestowe",992,833,329,292,296,419,595,657,625,569,554,397,472,6038
E07000047,E02004233,Tavistock,2019,1792,620,620,624,736,903,998,964,910,995,784,1100,11046
E07000047,E02004234,Horrabridge & Mary Tavy,857,683,200,236,292,365,486,551,612,553,567,417,500,5462
E07000047,E02004235,"Bere Alston, Buckland Monachorum & Yelverton",952,748,256,309,310,364,496,628,543,502,621,436,545,5758
E07000061,E02004356,Langney West,1540,1385,580,531,430,471,562,577,504,394,366,287,358,6445
E07000061,E02004357,Hampden Park North,1748,1396,546,599,515,548,553,524,451,397,426,251,282,6488
E07000061,E02004358,Langney East,1659,1175,531,527,444,430,531,544,498,502,579,428,650,6839
E07000061,E02004359,Hampden Park South,1332,1223,455,437,444,483,601,621,567,481,550,442,739,7043
E07000061,E02004361,Ratton,1625,1176,390,428,510,626,598,653,550,474,517,397,621,6940
E07000061,E02004362,Roselands,1812,1548,635,661,634,649,693,683,565,421,455,298,414,7656
E07000061,E02004363,Upperton,989,1049,503,414,450,460,495,527,451,390,450,367,716,6272
E07000061,E02004364,Old Town & Motcombe,1380,1083,424,492,491,581,654,662,579,521,602,409,702,7200
E07000061,E02004365,Pier,1537,1982,1023,899,818,685,669,635,515,338,259,125,214,8162
E07000061,E02004366,King Edward's Parade,988,1574,627,585,500,497,467,465,437,411,519,390,855,7327
E07000061,E02004367,Meads,754,1000,237,234,319,331,378,485,474,573,696,622,1165,6514
E07000061,E02006857,St Anthony's Hill,1723,1252,580,606,595,562,608,679,580,548,662,486,643,7801
E07000061,E02006858,Sovereign Harbour,1052,1028,370,373,394,449,581,520,558,557,635,454,410,6329
E07000062,E02004368,Ashdown,1637,1375,537,524,536,565,647,707,585,510,479,319,355,7139
E07000062,E02004369,Conquest & St Helens,1455,1255,490,500,522,573,738,765,771,736,913,693,961,8917
E07000062,E02004370,Hollington,2002,1536,628,633,570,516,613,546,470,428,400,268,252,6860
E07000062,E02004371,Ore,1647,1257,572,499,443,450,522,488,417,414,387,271,275,5995
E07000062,E02004372,Broomgrove,1974,1430,626,572,457,452,475,536,402,323,273,165,238,5949
E07000062,E02004373,Silverhill,1730,1431,598,609,566,560,671,716,557,504,508,360,406,7486
E07000062,E02004374,Old Hastings,1242,1112,525,477,464,508,692,690,567,440,431,305,384,6595
E07000062,E02004375,Braybrooke & Bohemia,1412,1297,609,540,570,633,775,713,592,534,464,253,403,7383
E07000062,E02004376,Central Hastings,1100,1391,610,608,574,530,623,552,479,351,320,196,243,6477
E07000062,E02004377,West St Leonards,1861,1579,684,696,646,716,830,853,737,710,655,478,712,9296
E07000062,E02004378,Central St Leonards,1319,1326,788,745,681,691,748,742,565,478,428,290,295,7777
E07000063,E02004379,"Chailey, Newick & Barcombe",1385,1096,358,356,487,585,672,634,537,503,533,391,424,6576
E07000063,E02004380,"Wivelsfield Green, Ditchling & Rodmell",1589,1295,492,477,519,660,751,817,713,609,660,508,865,8366
E07000063,E02004381,Lewes Central & East,1729,1582,603,649,635,732,814,865,688,554,559,422,567,8670
E07000063,E02004382,"Ringmer, Glynde & South Heighton",1173,816,354,365,409,470,498,478,473,437,502,370,599,5771
E07000063,E02004383,Lewes West,1361,1413,513,469,519,665,712,700,508,446,442,299,458,7144
E07000063,E02004384,East Saltdean & Telscombe Cliffs,1226,1063,433,453,478,499,643,591,484,474,484,342,496,6440
E07000063,E02004385,Peacehaven West,1310,1211,455,483,478,489,567,570,561,523,545,419,579,6880
E07000063,E02004386,Newhaven Town,1209,938,525,424,382,395,468,504,460,412,436,356,400,5700
E07000063,E02004387,Newhaven West,1523,1151,489,487,458,434,449,424,318,277,246,170,193,5096
E07000063,E02004388,Peacehaven East,1459,1144,539,571,467,520,573,532,526,463,473,386,496,6690
E07000063,E02004389,East Blatchington,1213,1046,409,462,432,435,643,758,782,789,923,750,1133,8562
E07000063,E02004390,Seaford Eastbourne Road,1322,1067,390,400,427,463,554,558,564,611,774,577,764,7149
E07000063,E02004391,Seaford Town,850,769,414,363,354,399,501,497,443,479,554,356,716,5845
E07000064,E02004392,"Robertsbridge, Hurst Green & Ticehurst",1756,1344,480,493,541,602,791,779,717,625,641,478,579,8070
E07000064,E02004393,"Northiam, Peasmarsh & Camber",918,823,266,296,284,384,521,619,598,589,633,467,586,6066
E07000064,E02004394,"Burwash, Sedlescombe & Staplecross",1228,1077,390,344,403,449,662,799,707,628,674,470,578,7181
E07000064,E02004395,Rye & Winchelsea,1150,965,390,410,395,442,579,651,634,573,704,516,660,6919
E07000064,E02004396,"Westfield, Fairlight & Broad Oak",1315,1299,383,351,404,547,715,827,808,851,1002,735,853,8775
E07000064,E02004397,Battle & Catsfield,1556,1259,406,445,457,567,616,695,634,542,581,472,614,7288
E07000064,E02004398,Bexhill North & Sidley,2066,1686,685,588,512,567,619,686,564,423,509,377,537,7753
E07000064,E02004399,Bexhill East & Pebsham,1151,1079,438,380,364,451,565,595,568,624,742,581,874,7261
E07000064,E02004400,"Collington, Cooden & Little Common",1081,1062,334,379,361,488,678,824,915,986,1321,981,1462,9791
E07000064,E02004401,Kewhurst,844,809,304,296,311,338,447,571,572,655,878,707,1151,7039
E07000064,E02004402,Bexhill Central,1236,1284,580,506,471,524,677,677,666,623,728,556,915,8207
E07000065,E02004403,Forest Row & Coleman's Hatch,1241,1043,308,389,443,509,609,596,491,478,447,355,392,6060
E07000065,E02004404,Frant & Groombridge,1091,850,265,314,424,480,546,602,522,413,437,299,372,5524
E07000065,E02004405,Crowborough North East,1153,853,308,340,346,418,432,412,391,380,449,344,453,5126
E07000065,E02004406,Crowborough Whitehill & Warren,1047,960,312,356,387,458,587,593,580,519,670,500,814,6736
E07000065,E02004407,Mayfield & Wadhurst,1373,1156,367,349,447,528,639,782,635,557,568,471,648,7147
E07000065,E02004408,Crowborough South East,1569,1273,589,556,576,619,651,674,576,493,494,293,350,7144
E07000065,E02004409,Chelwood & Nutley,812,739,221,260,315,402,463,499,494,411,418,332,399,4953
E07000065,E02004410,"Buxted, Framfield & Rotherfield",1288,1004,332,364,430,569,729,738,685,616,648,490,519,7124
E07000065,E02004411,Uckfield Town & North,1544,1256,552,542,530,561,631,659,581,497,586,460,500,7355
E07000065,E02004412,Heathfield,1353,1149,461,474,379,547,613,653,573,491,583,447,557,6927
E07000065,E02004413,Broad Oak & Horam,1152,957,378,313,344,468,575,683,568,492,527,431,578,6314
E07000065,E02004414,Uckfield South,1185,1029,389,415,418,507,602,523,437,316,342,231,281,5490
E07000065,E02004415,"Five Ash Down, Horsted & Chiddingly",1141,943,345,342,385,409,582,694,558,555,465,342,419,6039
E07000065,E02004416,Herstmonceux & Ninfield,994,975,309,291,315,403,539,574,563,528,571,405,430,5903
E07000065,E02004417,Hailsham Central & East,1091,937,418,347,328,393,460,453,422,371,444,385,629,5587
E07000065,E02004418,Hailsham South & West,1048,871,342,298,305,346,386,432,379,340,376,327,478,4880
E07000065,E02004419,Hailsham East,1213,998,457,357,322,353,416,461,368,319,406,288,411,5156
E07000065,E02004420,"Hailsham North, Alfriston & East Dean",2552,2302,813,722,668,704,894,1018,958,921,1060,820,1073,11953
E07000065,E02004421,Polegate,1604,1132,583,573,554,574,610,659,619,591,627,522,799,7843
E07000065,E02004422,"Stone Cross, Westham & Pevensey Bay",1872,1588,635,633,541,705,864,833,802,725,846,631,798,9601
E07000065,E02004423,Willingdon,997,911,318,321,391,437,594,598,602,546,709,590,788,6805
E07000066,E02004424,Billericay North East,1454,1095,354,447,511,576,632,516,448,395,467,331,393,6165
E07000066,E02004425,Billericay Queen's Park,1442,1090,524,559,507,565,615,501,499,358,387,247,417,6269
E07000066,E02004426,Billericay Central & Sunnymede,1572,1286,549,544,592,628,654,635,461,370,429,338,563,7049
E07000066,E02004427,Billericay Tye Common,1511,1045,479,526,537,567,653,614,519,408,540,440,672,7000
E07000066,E02004428,Wickford North East,1287,1059,507,446,439,486,526,486,399,334,394,302,541,5919
E07000066,E02004429,Wickford West,1232,1203,415,431,436,489,588,648,492,459,609,429,618,6817
E07000066,E02004430,Wickford Shotgate,1669,1305,610,538,556,655,654,631,492,437,445,337,352,7012
E07000066,E02004431,Wickford South,2139,1727,820,759,710,728,763,641,518,387,435,288,290,8066
E07000066,E02004432,Bursteads,1383,1143,409,467,444,493,590,514,455,439,423,327,369,6073
E07000066,E02004433,Steeple View & Noak Bridge,1779,1489,675,648,588,550,642,637,565,420,427,291,387,7319
E07000066,E02004434,Felmore & Bowers Gifford,1811,1518,735,648,585,593,627,663,532,459,424,276,293,7353
E07000066,E02004435,Whitmore Way & Fremnells,2419,1770,861,848,686,573,670,612,523,372,323,211,320,7769
E07000066,E02004436,Chalvedon,2166,1598,705,630,626,561,548,436,470,415,389,217,225,6820
E07000066,E02004437,Laindon West & Southfields,2163,1510,920,822,672,600,585,652,593,462,510,297,420,8043
E07000066,E02004438,Basildon Central & Pipps Hill,2401,1766,892,906,709,601,598,545,542,345,332,207,425,7868
E07000066,E02004439,Laindon Central,2700,2014,855,899,766,626,692,512,419,279,263,160,215,7700
E07000066,E02004440,Laindon East & Lee Chapel North,2217,1728,829,895,740,627,643,660,459,318,286,233,411,7829
E07000066,E02004441,Eversley,1734,1455,635,610,575,494,524,538,516,438,470,316,312,6883
E07000066,E02004442,Barstable,2350,1702,715,697,640,550,617,546,458,357,301,191,265,7039
E07000066,E02004443,Lee Chapel South & Kingswood,2144,1921,1151,1039,751,671,693,689,544,418,395,259,456,8987
E07000066,E02004444,Langdon Hills,1776,1554,667,673,594,699,710,736,577,485,466,296,391,7848
E07000066,E02004445,Vange & Pitsea,1815,1518,717,643,583,555,613,549,506,367,390,283,301,7025
E07000067,E02004446,Steeple Bumpstead & Great Yeldham,1107,953,302,350,368,479,616,700,564,466,503,317,358,5976
E07000067,E02004447,"Bures Hamlet, Maplestead & Belchamp",826,769,220,247,286,389,537,606,507,458,498,364,365,5246
E07000067,E02004448,"Hedingham, Gosfield & Greenstead Green",1386,1088,525,447,445,477,618,581,480,463,456,360,465,6405
E07000067,E02004449,Halstead Central & West,1724,1345,566,547,577,622,702,597,502,444,452,358,388,7100
E07000067,E02004450,"Panfield, Finchingfield & Bardfield",969,855,332,311,317,451,569,617,586,428,492,323,385,5666
E07000067,E02004451,Halstead East & Colnes,1600,1357,496,501,535,659,699,702,633,600,629,475,584,7870
E07000067,E02004452,Bocking Churchstreet & Blackwater,1705,1323,500,603,607,647,690,655,625,519,622,428,595,7814
E07000067,E02004453,Bocking,1568,1220,616,519,454,482,498,486,391,324,327,273,334,5924
E07000067,E02004454,Central Braintree,1692,1549,832,788,663,650,651,591,500,436,465,322,449,7896
E07000067,E02004455,Braintree West & Rayne,1461,1270,412,450,528,602,700,579,481,412,485,335,319,6573
E07000067,E02004456,Braintree South,2019,1633,808,736,706,673,725,627,490,493,427,296,356,7970
E07000067,E02004457,Silver End & Stisted,2196,1764,767,716,636,716,832,756,621,483,520,339,471,8621
E07000067,E02004458,Great Notley & Black Notley,2008,1652,528,616,656,762,883,693,541,436,494,354,498,8113
E07000067,E02004459,Coggeshall & Kelvedon,1830,1468,534,604,600,792,901,760,671,652,741,478,685,8886
E07000067,E02004460,North Witham,1886,1486,759,689,606,585,673,660,503,503,567,414,396,7841
E07000067,E02004461,West Witham,1325,1054,469,456,405,410,428,363,262,242,284,147,138,4658
E07000067,E02004462,Witham Town,2157,1813,984,905,801,744,726,647,545,566,557,387,592,9267
E07000067,E02004463,"Witham South, Hatfield Peverel & White Notley",1499,1167,490,527,549,573,615,627,577,529,496,379,500,7029
E07000068,E02004464,Kelvedon Hatch & Doddinghurst,1750,1702,486,509,599,625,839,913,713,644,695,568,714,9007
E07000068,E02004465,Ingatestone & Mountnessing,1060,1035,376,377,387,408,519,544,426,328,395,298,524,5617
E07000068,E02004466,Hutton,1700,1357,621,578,629,550,612,606,486,422,374,288,493,7016
E07000068,E02004467,Brentwood North,1794,1331,612,681,607,571,579,537,398,390,419,275,375,6775
E07000068,E02004468,Shenfield & Hutton Mount,2037,1535,496,678,724,830,843,919,686,546,556,511,868,9192
E07000068,E02004469,Brook Street & Pilgrim's Hatch,1452,1120,444,476,528,502,550,545,474,396,412,284,380,6111
E07000068,E02004470,Brentwood Central,2187,2106,1350,1157,952,873,833,686,550,417,427,317,602,10270
E07000068,E02004471,Brentwood South & Warley,1710,1373,752,656,635,601,600,634,587,422,403,272,461,7396
E07000068,E02004472,"Herongate, Ingrave & West Horndon",1029,992,376,391,377,446,529,563,432,344,376,192,405,5423
E07000069,E02004473,Benfleet North,1515,1261,545,483,517,518,551,543,472,403,491,394,511,6689
E07000069,E02004474,New Thundersley,1333,1173,478,481,481,475,596,624,527,464,553,441,579,6872
E07000069,E02004475,Benfleet Appleton,1177,1105,384,395,390,459,545,512,428,411,455,379,432,5895
E07000069,E02004476,Thundersley Glen,1361,1287,429,472,465,573,668,639,511,408,579,452,545,7028
E07000069,E02004477,Hadleigh North,859,752,312,347,311,316,433,458,447,417,494,382,546,5215
E07000069,E02004478,Hadleigh South,1112,1106,383,432,372,438,514,494,428,356,420,318,572,5833
E07000069,E02004479,South Benfleet,1345,1211,513,514,504,519,651,699,513,446,573,422,558,7123
E07000069,E02004480,Canvey Island Winter Gardens,1538,1207,530,511,419,480,511,484,457,399,454,287,219,5958
E07000069,E02004481,Canvey Island Newlands,937,858,357,330,322,322,447,470,441,492,715,586,694,6034
E07000069,E02004482,Canvey Island North West,1915,1741,657,590,586,559,608,583,517,445,455,305,380,7426
E07000069,E02004483,Canvey Island South West,1268,1193,489,437,412,474,613,601,621,614,710,516,575,7255
E07000069,E02004484,Canvey Island Leigh Beck,1414,1333,548,503,489,559,657,684,630,596,674,459,522,7654
E07000070,E02004485,Great Leighs & the Walthams,2197,1425,726,739,693,716,660,645,515,417,500,344,375,7755
E07000070,E02004486,South Broomfield,1661,1244,616,663,669,637,649,568,542,450,522,394,592,7546
E07000070,E02004487,"Melbourne Park, Chignall & Pleshey",1720,1256,507,597,520,534,565,518,434,423,429,297,355,6435
E07000070,E02004488,Springfield North,2046,1511,780,762,804,721,618,562,525,543,517,318,445,8106
E07000070,E02004489,Boreham & Little Baddow,2066,1642,575,573,694,821,804,697,533,422,472,308,384,7925
E07000070,E02004490,Melbourne,1800,1606,651,644,587,590,589,506,420,339,324,236,331,6823
E07000070,E02004491,Springfield South & Coronation Park,1523,1226,514,537,551,530,603,615,461,372,367,264,379,6419
E07000070,E02004492,Chelmer Village,1889,1653,761,774,770,801,802,660,518,396,374,231,276,8016
E07000070,E02004493,Waterhouse Lane & Admirals Park,2069,2027,1122,954,873,772,761,686,527,405,376,255,431,9189
E07000070,E02004494,Central Chelmsford,1936,3567,2045,1449,1093,849,746,582,439,349,359,261,534,12273
E07000070,E02004495,Writtle & Highwood,1369,1313,442,499,506,537,645,640,557,470,543,478,725,7355
E07000070,E02004496,Moulsham West,1775,1208,519,650,694,670,643,520,413,301,358,295,547,6818
E07000070,E02004497,Great Baddow North & East,1308,1157,428,458,527,530,578,594,510,417,525,472,724,6920
E07000070,E02004498,Great Baddow South & West,2017,1593,751,790,704,757,774,672,532,433,544,368,510,8428
E07000070,E02004499,Moulsham East,1309,1088,494,484,465,528,510,477,402,337,398,290,345,5818
E07000070,E02004500,Danbury & Bicknacre,1659,1328,444,538,556,651,780,792,642,583,639,525,657,8135
E07000070,E02004501,Galleywood,1290,1020,380,444,414,425,549,530,443,448,505,366,465,5989
E07000070,E02004502,"Margaretting, Stock & Ramsden",1079,982,399,429,453,516,673,673,541,521,467,408,548,6610
E07000070,E02004503,South Woodham Ferrers North,1566,1292,516,584,598,562,526,554,506,500,568,339,360,6905
E07000070,E02004504,South Woodham Ferrers South,1478,1406,626,535,526,578,578,632,604,572,492,251,281,7081
E07000070,E02004505,Rettendon & Runwell,1075,830,395,394,317,375,463,460,476,366,532,359,485,5452
E07000071,E02004506,"Horkesley Heath, Langham & Dedham",1304,964,392,400,478,518,607,619,521,462,490,338,452,6241
E07000071,E02004507,Highwoods,2137,1807,814,758,857,841,827,650,498,347,363,227,261,8250
E07000071,E02004508,West Bergholt & Wormingford,1157,884,319,394,448,474,538,559,456,399,473,353,401,5698
E07000071,E02004509,Mile End & Braiswick,3814,2868,1727,1614,1464,1201,993,816,570,420,451,279,354,12757
E07000071,E02004512,Central Colchester,2005,2219,1285,1192,998,807,790,637,502,434,469,364,648,10345
E07000071,E02004513,Greenstead,1994,5981,1270,882,646,570,552,507,429,334,364,249,278,12062
E07000071,E02004514,Lexden,1137,932,327,339,397,482,479,461,380,293,351,261,435,5137
E07000071,E02004515,Marks Tey & Wakes Colne,2031,1471,714,624,659,668,733,690,527,509,537,372,403,7907
E07000071,E02004516,New Town & Hythe,2915,2957,1407,1238,1068,884,839,699,487,347,324,206,221,10677
E07000071,E02004517,Stanway,1842,1426,656,665,660,653,674,589,539,480,586,437,634,7999
E07000071,E02004518,Abbey Field,1794,3213,1187,1078,868,794,621,504,354,277,338,226,279,9739
E07000071,E02004519,Prettygate & Westlands,1261,1130,401,449,506,524,553,558,526,472,500,399,635,6653
E07000071,E02004520,Shrub End,2612,1652,771,742,599,538,533,523,364,294,270,185,200,6671
E07000071,E02004521,Old Heath & Rowhedge,1812,1598,812,681,603,629,681,698,614,468,464,294,392,7934
E07000071,E02004522,Wivenhoe & University,1301,6467,780,622,595,570,578,550,514,483,565,421,434,12579
E07000071,E02004523,Monkwick,2434,1825,862,830,722,655,691,731,537,420,415,251,347,8286
E07000071,E02004524,"Layer-de-la-Haye, Abberton & Mersea East",1404,1094,385,408,490,613,756,709,678,576,631,426,460,7226
E07000071,E02004525,Tiptree,1297,1160,529,447,386,512,610,567,509,501,676,514,569,6980
E07000071,E02004526,West Mersea,911,874,273,264,363,404,539,588,542,606,752,569,745,6519
E07000071,E02006922,Parson's Heath,2568,2378,975,994,940,913,1025,960,841,800,859,701,930,12316
E07000072,E02004527,"North Weald, Matching & Sheering",1626,1418,595,565,588,626,801,723,657,512,541,425,515,7966
E07000072,E02004528,"Roydon, Lower Nazeing & Epping Green",1640,1579,692,620,602,641,769,847,730,572,587,447,599,8685
E07000072,E02004529,"Fyfield, High Ongar & Stapleford Abbotts",1244,1192,394,399,402,464,612,705,592,455,480,327,402,6424
E07000072,E02004530,Chipping Ongar,1479,991,428,446,431,437,502,498,429,395,427,295,501,5780
E07000072,E02004531,Epping North,1410,975,469,532,538,535,541,488,410,386,414,267,458,6013
E07000072,E02004532,Epping South,1136,879,438,464,461,517,479,434,399,359,376,266,369,5441
E07000072,E02004533,Waltham Abbey North,1506,1262,578,521,527,512,581,577,437,382,429,309,469,6584
E07000072,E02004534,Waltham Abbey South,1922,1457,729,657,663,646,729,613,456,379,402,320,353,7404
E07000072,E02004535,Waltham Abbey West & Outer,997,957,444,402,361,384,497,506,415,352,374,274,348,5314
E07000072,E02004536,Theydon Bois & Abridge,1068,968,342,338,405,397,499,509,412,417,439,286,448,5460
E07000072,E02004537,Loughton East,1978,1751,801,807,777,641,719,699,528,384,315,226,312,7960
E07000072,E02004538,Loughton North,1879,1770,725,732,792,685,753,784,620,467,503,359,568,8758
E07000072,E02004539,Loughton South,1614,1308,659,701,622,620,593,535,452,343,319,252,349,6753
E07000072,E02004540,Loughton West,1164,1013,411,494,458,464,504,490,401,306,293,230,331,5395
E07000072,E02004541,Buckhurst Hill,2437,1804,877,1005,1016,974,943,910,697,556,593,486,659,10520
E07000072,E02004542,Chigwell,1216,1132,503,449,472,472,490,545,480,418,402,259,407,6029
E07000072,E02004543,Grange Hill,1644,1372,629,666,587,500,526,467,408,343,334,252,389,6473
E07000073,E02004544,Old Harlow & Newhall,2334,1610,884,955,836,729,624,678,533,472,439,304,408,8472
E07000073,E02004545,Mark Hall & Templefields,1846,1562,729,692,610,513,600,547,467,403,296,179,330,6928
E07000073,E02004546,Nettleswell,1859,1512,806,865,668,581,588,581,486,404,286,194,332,7303
E07000073,E02004547,Little Parndon & Hare Street,2474,1886,1134,981,910,661,659,583,592,383,281,195,367,8632
E07000073,E02004548,Church Langley,1982,1467,662,694,685,733,789,654,441,338,325,214,225,7227
E07000073,E02004549,Bush Fair & Brays Grove,1834,1440,681,672,603,514,602,570,496,364,272,215,402,6831
E07000073,E02004550,Passmores & The High,2044,1594,840,845,718,580,573,536,460,354,308,233,488,7529
E07000073,E02004551,Potter Street,1758,1283,619,669,549,480,500,520,481,395,312,244,374,6426
E07000073,E02004552,Great Parndon & Katherines,1241,1086,519,485,499,426,453,510,457,414,427,246,274,5796
E07000073,E02004553,Staple Tye & Latton Bush,1894,1403,808,700,595,468,539,515,394,309,270,219,313,6533
E07000073,E02004554,Kingsmoor,1716,1412,646,661,586,535,559,564,461,356,332,246,287,6645
E07000074,E02004555,"Tollesbury, Tolleshunt & Goldhanger",1013,934,289,344,347,429,527,524,506,464,537,336,391,5628
E07000074,E02004556,"Great Totham, Wickham Bishops & Woodham",1258,1043,322,382,417,495,657,685,556,502,595,514,551,6719
E07000074,E02004557,Heybridge,1609,1342,566,538,503,635,662,658,600,523,555,338,469,7389
E07000074,E02004558,Maldon North,1108,1016,395,397,347,403,524,534,446,370,443,367,650,5892
E07000074,E02004559,Maldon South,1250,1222,429,411,414,499,653,647,575,486,581,438,536,6891
E07000074,E02004560,"Southminster, Bradwell & Dengie Peninsula",1579,1381,566,527,531,572,823,806,685,590,651,446,508,8086
E07000074,E02004561,"Mayland, Althorne & Cold Norton",1616,1647,558,507,558,701,961,904,920,743,773,541,613,9426
E07000074,E02004562,Burnham-on-Crouch,1416,1135,460,426,464,589,649,667,649,628,638,508,526,7339
E07000075,E02004563,Hullbridge,920,938,320,308,309,414,493,559,528,480,646,470,561,6026
E07000075,E02004564,Ashingdon,1284,1285,453,399,468,492,665,653,616,527,569,401,556,7084
E07000075,E02004565,Hockley & Hawkwell West,2646,2362,952,910,919,1037,1252,1249,1101,896,972,833,1030,13513
E07000075,E02004566,Rochford Town & Canewdon,1140,1049,437,398,324,385,458,414,302,267,302,186,305,4827
E07000075,E02004567,Rayleigh North East,1355,1250,463,459,544,588,703,623,532,439,568,416,653,7238
E07000075,E02004568,Rayleigh North West,1821,1391,620,644,606,709,733,636,478,394,440,296,352,7299
E07000075,E02004569,Rochford Outer & Hawkwell East,1673,1451,617,585,609,585,658,626,530,431,456,350,480,7378
E07000075,E02004570,Rayleigh South West,1558,1274,455,570,577,605,691,639,536,500,586,460,708,7601
E07000075,E02004571,Rayleigh South East,1375,1135,409,455,496,547,586,646,500,452,582,436,613,6857
E07000075,E02004572,Great Wakering & Foulness,1481,1345,563,469,472,486,606,669,574,499,537,333,386,6939
E07000076,E02004573,Harwich Town & Dovercourt,1282,1134,404,373,385,410,461,533,405,367,361,249,381,5463
E07000076,E02004574,Harwich Parkeston,1656,1290,518,464,454,474,501,497,415,432,480,347,475,6347
E07000076,E02004575,Manningtree & Mistley,1988,1558,782,683,721,849,875,977,905,794,790,597,792,10323
E07000076,E02004576,Harwich West & South,1500,1265,441,466,470,575,669,734,680,644,694,576,722,7936
E07000076,E02004577,Elmstead Market & Ardleigh,1015,864,362,362,366,387,477,516,506,355,377,261,312,5145
E07000076,E02004578,Walton & Frinton Coastal,1042,902,315,270,328,349,508,534,627,634,793,609,864,6733
E07000076,E02004579,Weeley & Thorpe-le-Soken,1209,1006,417,376,409,466,610,678,679,659,732,512,561,7105
E07000076,E02004580,Frinton West & Kirby,1533,1297,497,440,509,595,795,945,934,1094,1372,1035,1472,10985
E07000076,E02004581,"Alresford, Great Bentley & Thorrington",1403,1168,463,448,465,574,622,665,614,603,690,524,586,7422
E07000076,E02004582,Clacton North,907,854,376,296,250,345,484,523,569,612,710,573,703,6295
E07000076,E02004583,Brightlingsea & Point Clear,1488,1261,480,458,471,578,742,680,681,599,752,559,650,7911
E07000076,E02004584,Holland-on-Sea,645,637,227,209,227,282,389,496,563,577,890,695,914,6106
E07000076,E02004585,Clacton Bocking's Elm,1646,1417,550,456,495,474,614,654,609,590,723,509,556,7647
E07000076,E02004586,Clacton East,1453,1317,489,433,389,409,568,639,608,568,663,500,812,7395
E07000076,E02004587,Clacton Rush Green,1794,1446,537,441,437,453,550,540,511,504,483,385,446,6733
E07000076,E02004588,Clacton Central,1472,1395,599,466,415,479,547,558,510,377,376,297,544,6563
E07000076,E02004589,Clacton West,1361,1211,482,371,381,399,487,544,533,412,514,423,609,6366
E07000076,E02004590,Jaywick & St Osyth,1151,1023,423,378,369,486,689,782,727,738,861,672,771,7919
E07000077,E02004591,"Audley End, Ashdon & the Chesterfords",1436,1113,433,427,488,577,636,629,526,456,463,336,408,6492
E07000077,E02004592,Saffron Walden Town,2633,1908,871,983,999,1001,972,886,812,735,686,520,917,11290
E07000077,E02004593,"Newport, Littlebury & Clavering",1637,1217,444,505,615,653,726,763,658,577,617,401,523,7699
E07000077,E02004594,"Thaxted, Great Sampford & Radwinter",1582,1661,659,634,567,592,699,680,537,463,508,397,478,7875
E07000077,E02004595,Stansted Mountfitchet & Elsenham,3070,2130,1060,1120,1103,1013,1191,1133,926,749,811,556,686,12478
E07000077,E02004596,"Takeley, Airport & Mountfitchet South",2413,1549,706,826,851,759,823,743,611,459,488,363,413,8591
E07000077,E02004597,Great Dunmow,1819,1379,570,663,588,575,702,656,577,460,451,344,457,7422
E07000077,E02004598,"Flitch Green, Felsted & High Easter",2230,1798,589,627,674,794,913,879,730,600,595,475,628,9302
E07000077,E02004599,"Hatfield Heath, Hallingburys & Rodings",1429,1199,384,416,490,598,688,722,591,448,465,360,447,6808
E07000078,E02004600,Swindon Village & Wyman's Brook,1008,829,464,478,417,348,378,425,388,348,324,215,262,4876
E07000078,E02004601,Prestbury & Racecourse,931,639,332,372,360,322,357,439,401,399,455,357,562,4995
E07000078,E02004602,Springbank,1484,1245,656,652,470,422,386,430,399,310,295,217,291,5773
E07000078,E02004603,St Paul's,1163,3044,838,689,476,429,418,382,336,289,270,195,253,7619
E07000078,E02004604,Arle & Hesters Way,2042,1644,797,737,616,512,560,519,410,353,235,195,282,6860
