LTLA Code,MSOA Code,MSOA Name,Under 16,16-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,16+
E07000137,E02005431,"Alford, Withern & Willoughby",1299,1180,408,424,372,482,647,758,765,778,803,590,693,7900
E07000137,E02005432,Little Cawthorpe & South Wolds,980,846,356,303,348,438,615,802,739,713,743,530,553,6986
E07000137,E02005433,Ingoldmells & Chapel St Leonards,802,786,309,285,286,343,533,661,756,726,880,576,592,6733
E07000137,E02005434,Horncastle,1243,1047,443,387,350,457,576,591,535,471,538,480,585,6460
E07000137,E02005435,Skegness North,1298,1108,442,446,405,440,543,655,654,600,751,512,513,7069
E07000137,E02005436,Spilsby & Burgh le Marsh,1334,1014,424,384,396,468,612,660,602,702,689,532,663,7146
E07000137,E02005437,Skegness Town,1107,1160,495,435,440,446,549,535,500,418,371,249,352,5950
E07000137,E02005438,Skegness South,1276,1039,413,391,375,405,524,526,474,466,558,415,517,6103
E07000137,E02005439,Coningsby & Woodhall Spa,1989,2171,1028,892,761,705,826,808,831,758,894,725,967,11366
E07000137,E02005440,Wainfleet All Saints,879,780,251,222,274,339,473,488,485,441,455,299,414,4921
E07000137,E02005441,"Mareham, Sibsey & New Leake",1252,1101,367,400,408,512,701,810,752,667,713,531,601,7563
E07000138,E02005442,Ermine,1484,1223,559,496,429,366,453,449,377,274,242,179,235,5282
E07000138,E02005443,Glebe Park,1382,1254,619,503,458,453,487,520,425,367,388,291,397,6162
E07000138,E02005444,Cathedral & West Common,1858,3040,1144,1037,850,805,831,878,695,606,586,434,728,11634
E07000138,E02005445,"Monks Road, St Giles & Greetwell",2743,3472,1316,1192,1050,821,796,746,573,421,371,217,244,11219
E07000138,E02005446,Wharf & University,539,6465,614,438,368,298,290,332,288,225,211,123,145,9797
E07000138,E02005447,Pelham Bridge & South Common,1297,2813,994,754,673,573,501,435,322,217,154,118,274,7828
E07000138,E02005448,Birchwood West,1697,1362,646,608,497,435,486,461,395,305,301,205,259,5960
E07000138,E02005449,Boultham & New Boultham,1221,3116,688,574,474,517,500,540,390,344,318,230,329,8020
E07000138,E02005450,Hartsholme & Birchwood East,1277,1268,562,532,499,495,604,620,616,548,588,428,549,7309
E07000138,E02005451,Bracebridge North & Boultham Moor,1816,1862,742,648,555,560,577,519,449,312,282,201,358,7065
E07000138,E02005452,Bracebridge South & Swallow Beck,2036,1818,703,716,709,765,834,890,748,673,685,456,636,9633
E07000139,E02005453,Washingborough & Branston,1641,1426,526,528,579,735,871,922,767,688,818,628,823,9311
E07000139,E02005455,"Skellingthorpe, Witham & Bassingham",2631,2097,983,968,888,1002,1144,1071,885,793,830,633,677,11971
E07000139,E02005456,Bracebridge Heath & Waddington,2025,2226,1166,1162,924,776,807,738,619,509,556,456,648,10587
E07000139,E02005457,"Metheringham, Nocton & Potterhanworth",1520,1160,481,492,458,541,694,740,606,520,606,475,575,7348
E07000139,E02005458,"Navenby, Harmston & Brant Broughton",1052,874,284,289,358,454,545,618,548,429,567,421,542,5929
E07000139,E02005459,Ruskington North & Billinghay,1448,1190,404,404,393,507,666,768,680,552,618,446,514,7142
E07000139,E02005460,Ruskington West & Cranwell,1109,1579,662,597,501,473,513,446,356,333,290,238,273,6261
E07000139,E02005461,"Ruskington South, Leasingham & Osbournby",874,817,261,234,299,377,565,612,576,473,572,453,571,5810
E07000139,E02005462,Sleaford East,1906,1582,688,619,564,629,722,726,567,502,549,397,549,8094
E07000139,E02005463,Sleaford West,2037,1570,641,636,571,741,838,741,567,440,504,367,427,8043
E07000139,E02005464,Heckington,1179,1114,374,365,393,470,693,800,639,675,716,547,664,7450
E07000139,E02006866,North Hykeham South,1744,1460,629,633,534,554,591,540,478,359,469,359,506,7112
E07000139,E02006867,North Hykeham North,1338,1254,490,471,457,476,593,580,503,516,535,446,639,6960
E07000140,E02005465,"Donington, Quadring & Gosberton",1448,1189,473,426,460,534,653,784,688,662,679,452,618,7618
E07000140,E02005466,"Long Sutton West, Gedney & Holbeach Hurn",1086,890,334,334,335,441,527,581,511,502,580,359,481,5875
E07000140,E02005467,Holbeach,1388,1174,494,425,440,532,524,549,508,462,479,393,689,6669
E07000140,E02005468,"Moulton, Weston & Whaplode",1271,1023,358,367,393,488,642,671,602,496,607,386,533,6566
E07000140,E02005469,Pinchbeck & Deeping St Nicholas,1481,1186,520,515,481,552,608,663,549,478,537,366,420,6875
E07000140,E02005470,Spalding North,2528,2504,1279,1213,1096,936,947,802,682,547,565,447,728,11746
E07000140,E02005471,Spalding East,1837,1666,813,798,677,648,728,691,556,536,532,388,530,8563
E07000140,E02005472,Long Sutton East & Sutton Bridge,1725,1335,590,581,537,551,738,794,709,661,767,618,792,8673
E07000140,E02005473,Spalding South West,1903,1643,871,810,699,694,717,656,565,496,550,453,624,8778
E07000140,E02005474,Fleet Hargate & Holbeach St Johns,1000,892,332,333,324,447,572,691,575,549,577,404,471,6167
E07000140,E02005475,Crowland & Cowbit,1296,1069,427,404,402,513,561,557,446,380,440,308,353,5860
E07000141,E02005476,"Ancaster, Caythorpe & Claypole",1217,1036,344,385,364,544,651,716,618,519,498,413,473,6561
E07000141,E02005477,"Long Bennington, Allington & Barrowby",1397,1037,326,389,464,617,755,813,714,690,862,609,695,7971
E07000141,E02005478,Grantham North East,1970,1560,606,620,663,698,718,707,684,636,633,525,682,8732
E07000141,E02005479,Grantham North West,1745,1551,710,663,636,678,734,748,630,585,611,436,544,8526
E07000141,E02005480,Grantham South West,1968,1440,573,564,575,525,530,441,371,300,300,217,198,6034
E07000141,E02005481,Grantham South East,2478,2378,1188,1054,885,852,937,864,663,498,495,371,563,10748
E07000141,E02005482,"Corby Glen, Ropsley & Grantham Outskirts",1552,1307,478,483,546,676,835,829,768,747,741,471,491,8372
E07000141,E02005483,Morton & Billingborough,1236,1116,348,385,349,524,708,735,648,521,551,450,526,6861
E07000141,E02005484,"Harlaxton, Colsterworth & South Witham",1222,944,373,390,373,540,588,689,559,486,498,393,391,6224
E07000141,E02005485,Bourne West,1658,1223,580,508,507,535,536,587,485,455,512,388,500,6816
E07000141,E02005486,Bourne East,1892,1439,599,601,697,649,702,629,529,503,526,412,676,7962
E07000141,E02005487,"Langtoft, Thurlby & Uffington",1510,1202,386,418,490,690,878,904,871,715,757,552,623,8486
E07000141,E02005488,Market Deeping,1227,938,371,422,421,438,493,507,530,513,481,348,448,5910
E07000141,E02005489,Deeping St James & Frognall,1256,989,400,415,468,502,561,541,509,498,492,327,358,6060
E07000141,E02005490,Stamford North,1785,1430,651,693,672,683,742,680,542,479,573,438,565,8148
E07000141,E02005491,"Stamford Central, West and South",1961,1606,711,763,799,821,840,921,788,619,714,577,807,9966
E07000142,E02005492,"Caistor, Kelsey & Keelby",1611,1255,490,488,541,615,816,902,877,799,748,549,580,8660
E07000142,E02005493,"Morton, Blyton & Scotter",1695,1509,500,552,575,678,792,875,763,622,741,510,595,8712
E07000142,E02005494,Market Rasen & Brookenby,1498,1328,526,488,483,609,773,808,758,719,772,569,737,8570
E07000142,E02005495,Gainsborough West,2142,1940,839,734,607,674,800,797,625,545,492,407,447,8907
E07000142,E02005496,Hemswell & Spital,1008,863,335,369,322,385,549,602,548,466,496,340,310,5585
E07000142,E02005497,Gainsborough East,1870,1324,542,509,455,497,499,477,402,358,369,265,330,6027
E07000142,E02005498,Torksey & Stow,989,848,330,331,351,428,574,686,610,640,710,552,595,6655
E07000142,E02005499,Dunholme & Welton,1577,1274,450,510,482,550,703,642,612,559,537,411,497,7227
E07000142,E02005500,Saxilby & Scampton,1151,946,433,405,377,451,555,639,587,484,499,435,435,6246
E07000142,E02005501,"Nettleham, Sudbrooke & Scothern",1322,983,415,467,441,478,600,610,586,557,645,490,653,6925
E07000142,E02005502,Cherry Willingham & Bardney,1620,1257,564,535,535,564,645,750,685,677,753,575,697,8237
E07000143,E02005503,"Bawdeswell, Swanton Morley & North Elmham",1259,1125,424,415,372,498,504,588,546,536,555,423,541,6527
E07000143,E02005504,"Whissonsett, Litcham & Narborough",1425,1128,439,402,417,550,740,804,757,695,769,614,703,8018
E07000143,E02005505,Dereham North & Neatherd,1349,1173,443,415,428,473,578,518,464,448,490,421,647,6498
E07000143,E02005506,"Dereham West, Necton & Gressenhall",1095,975,380,344,348,443,525,587,521,513,543,403,494,6076
E07000143,E02005507,Dereham Central & Toftwood,2015,1857,721,658,723,747,853,789,651,672,754,610,799,9834
E07000143,E02005508,"Hockering, Mattishall & Cranworth",1087,987,353,374,397,439,580,672,545,561,628,437,458,6431
E07000143,E02005509,Swaffham,1323,1091,501,454,394,473,495,580,624,648,702,590,899,7451
E07000143,E02005510,"Shipdham, Bradenham & Saham Toney",1005,913,359,312,333,403,530,620,593,599,670,518,580,6430
E07000143,E02005511,Watton,1340,1347,677,523,483,505,629,641,568,539,707,557,773,7949
E07000143,E02005512,"Wayland, Ellingham & Great Hockham",1673,1682,733,667,672,675,744,779,704,599,639,379,421,8694
E07000143,E02005513,Attleborough,1857,1724,775,729,646,658,771,751,603,576,655,530,679,9097
E07000143,E02005514,"Mundford, Weeting & Forest",1015,754,319,351,329,420,518,629,561,472,587,383,433,5756
E07000143,E02005515,Buckenhams & Snetterton,1092,907,380,321,392,439,535,573,457,441,408,297,425,5575
E07000143,E02005516,"East Harling, Garboldisham & Kenninghall",1149,922,368,399,394,410,546,618,502,522,588,353,483,6105
E07000143,E02005517,Thetford North,1541,1340,659,608,529,460,486,412,344,251,231,149,193,5662
E07000143,E02005518,Thetford Central & East,2034,1980,1044,984,815,770,822,805,664,518,529,363,581,9875
E07000143,E02005519,Thetford South,2063,1828,865,751,677,637,665,617,533,384,352,253,382,7944
E07000144,E02005520,Aylsham,1481,1153,495,473,470,523,635,615,613,600,785,570,737,7669
E07000144,E02005521,"Reepham, Cawston & Lenwade",1323,1171,432,419,462,592,736,762,653,625,708,457,507,7524
E07000144,E02005522,"Coltishall, Buxton & Frettenham",881,723,286,306,358,394,430,452,416,396,402,295,369,4827
E07000144,E02005523,"Horsford, Hainford & Hevingham",1549,1294,531,508,542,563,744,670,547,515,518,340,374,7146
E07000144,E02005524,Spixworth & St Faiths,802,711,295,285,288,345,421,436,413,376,423,307,387,4687
E07000144,E02005525,Taverham,1647,1498,602,549,614,712,842,773,598,555,574,479,638,8434
E07000144,E02005526,Drayton & Thorpe Marriott,961,772,307,300,330,400,477,413,333,320,352,258,458,4720
E07000144,E02005527,"Wroxham, Rackheath & the Plumsteads",1630,1263,529,541,531,627,681,676,595,516,619,471,701,7750
E07000144,E02005528,Old Catton,1384,1214,526,554,551,569,607,631,539,479,581,442,606,7299
E07000144,E02005529,Hellesdon North West,816,767,348,318,295,332,441,434,430,396,462,352,652,5227
E07000144,E02005530,Hellesdon South East,871,786,352,395,353,371,413,417,368,309,334,314,430,4842
E07000144,E02005531,Sprowston Central,881,807,318,351,359,329,418,407,397,316,341,250,409,4702
E07000144,E02005532,Sprowston East,1579,1296,694,630,550,541,556,586,542,523,653,470,749,7790
E07000144,E02005533,"Blofield, Lingwood & Upton",1514,1106,476,502,527,656,639,731,656,637,705,556,641,7832
E07000144,E02005534,Thorpe St Andrew North,1094,1006,374,399,450,550,576,632,543,499,474,405,617,6525
E07000144,E02005535,Thorpe St Andrew South & Dussindale,1283,1117,405,453,535,600,586,545,450,396,391,234,425,6137
E07000144,E02005536,Brundall & Cantley,1000,782,338,374,344,408,511,537,444,464,500,378,498,5578
E07000144,E02005537,Acle & Reedham,910,825,297,305,300,361,461,506,447,392,471,350,497,5212
E07000145,E02005538,Hemsby & Ormesby,1260,1264,468,409,432,549,787,840,886,880,892,672,720,8799
E07000145,E02005539,"Fleggburgh, Rollesby & Martham",1190,1018,377,417,406,466,646,702,648,632,695,519,521,7047
E07000145,E02005540,Caister on Sea,1174,1163,427,411,458,491,684,699,713,694,839,675,814,8068
E07000145,E02005541,Yarmouth North,1130,1064,401,397,342,435,432,453,414,358,378,324,419,5417
E07000145,E02005542,Yarmouth Central & Northgate,1615,1754,784,728,576,572,666,619,458,363,346,216,269,7351
E07000145,E02005543,Yarmouth Parade,2418,2355,1059,977,892,855,870,750,541,415,334,243,288,9579
E07000145,E02005544,Southtown & Cobholm,1728,1560,627,603,518,466,559,517,400,317,293,208,213,6281
E07000145,E02005545,Bradwell North,1028,920,351,380,389,409,446,504,429,451,551,408,500,5738
E07000145,E02005546,Gorleston North,1574,1459,612,502,462,480,574,570,503,449,471,333,424,6839
E07000145,E02005547,Gorleston South & Beach,1474,1389,586,537,575,601,600,654,595,526,530,415,624,7632
E07000145,E02005548,Gorleston West,1548,1313,636,498,433,453,514,491,424,399,414,312,519,6406
E07000145,E02005549,Belton,813,736,304,273,293,352,395,512,488,442,511,346,350,5002
E07000145,E02005550,Bradwell South & Hopton,1289,1166,465,438,430,502,552,587,505,481,545,401,561,6633
E07000146,E02005551,Hunstanton,519,518,175,178,188,219,337,416,432,498,655,454,712,4782
E07000146,E02005552,"Brancaster, Burnham Market & Docking",872,718,281,307,327,380,494,531,537,578,641,491,623,5908
E07000146,E02005553,Heacham & Snettisham,1035,886,284,316,367,466,580,720,679,790,1062,819,960,7929
E07000146,E02005554,"Dersingham, Sandringham & Massingham",896,794,292,292,303,379,466,510,556,589,719,581,725,6206
E07000146,E02005555,Wootton,1083,893,319,400,382,427,497,554,481,509,540,431,553,5986
E07000146,E02005556,Gaywood North Bank,1360,1186,548,510,466,511,561,551,541,418,457,357,520,6626
