date,areaType,areaCode,areaName,metric,age,rate,value
"2021-02-04",nation,E92000001,England,femaleCases,"65_to_69",3503.3,50586
"2021-02-04",nation,E92000001,England,femaleCases,"85_to_89",7513.3,39740
"2021-02-04",nation,E92000001,England,femaleCases,"80_to_84",4816.5,38747
"2021-02-03",nation,E92000001,England,maleCases,"85_to_89",7654.6,26856
"2021-02-03",nation,E92000001,England,maleCases,"55_to_59",5837.4,112483
"2021-02-03",nation,E92000001,England,maleCases,"5_to_9",2252.2,40757
"2021-02-03",nation,E92000001,England,maleCases,"10_to_14",3505,63527
"2021-02-03",nation,E92000001,England,maleCases,"75_to_79",3995.4,35987
"2021-02-03",nation,E92000001,England,maleCases,"60_to_64",5495.8,83934
"2021-02-03",nation,E92000001,England,maleCases,"30_to_34",7359.4,142266
"2021-02-03",nation,E92000001,England,maleCases,"25_to_29",8022.1,143814
"2021-02-03",nation,E92000001,England,maleCases,"45_to_49",7127.2,121177
"2021-02-03",nation,E92000001,England,maleCases,"65_to_69",3967,53665
"2021-02-03",nation,E92000001,England,maleCases,"40_to_44",6538.5,120904
"2021-02-03",nation,E92000001,England,maleCases,"15_to_19",5913.7,101683
"2021-02-03",nation,E92000001,England,maleCases,"50_to_54",6791.7,124919
"2021-02-03",nation,E92000001,England,maleCases,"0_to_4",2138.2,36204
"2021-02-03",nation,E92000001,England,maleCases,"20_to_24",8659.1,137482
"2021-02-03",nation,E92000001,England,maleCases,"90+",11376.1,18911
"2021-02-03",nation,E92000001,England,maleCases,"80_to_84",5159.4,32786
"2021-02-03",nation,E92000001,England,maleCases,"70_to_74",3348.2,44536
"2021-02-03",nation,E92000001,England,maleCases,"35_to_39",6897.1,131083
"2021-02-03",nation,E92000001,England,femaleCases,"65_to_69",3483.9,50306
"2021-02-03",nation,E92000001,England,femaleCases,"15_to_19",7503.8,122671
"2021-02-03",nation,E92000001,England,femaleCases,"25_to_29",10308.8,174748
"2021-02-03",nation,E92000001,England,femaleCases,"10_to_14",3684.8,63590
"2021-02-03",nation,E92000001,England,femaleCases,"55_to_59",6429.1,127331
"2021-02-03",nation,E92000001,England,femaleCases,"85_to_89",7479.7,39562
"2021-02-03",nation,E92000001,England,femaleCases,"5_to_9",2055.2,38248
"2021-02-03",nation,E92000001,England,femaleCases,"50_to_54",7845.4,147220
"2021-02-03",nation,E92000001,England,femaleCases,"30_to_34",9047.9,169040
"2021-02-03",nation,E92000001,England,femaleCases,"40_to_44",7616.4,143533
"2021-02-03",nation,E92000001,England,femaleCases,"80_to_84",4798.3,38600
"2021-02-03",nation,E92000001,England,femaleCases,"0_to_4",2155.2,34622
"2021-02-03",nation,E92000001,England,femaleCases,"45_to_49",8326.1,142718
"2021-02-03",nation,E92000001,England,femaleCases,"75_to_79",3495.6,36353
"2021-02-03",nation,E92000001,England,femaleCases,"35_to_39",8141.3,155287
"2021-02-03",nation,E92000001,England,femaleCases,"60_to_64",5493.6,87052
"2021-02-03",nation,E92000001,England,femaleCases,"70_to_74",2888.9,41865
"2021-02-03",nation,E92000001,England,femaleCases,"90+",12592.9,44206
"2021-02-03",nation,E92000001,England,femaleCases,"20_to_24",11354.7,170606
"2021-02-02",nation,E92000001,England,maleCases,"35_to_39",6856.4,130310
"2021-02-02",nation,E92000001,England,maleCases,"65_to_69",3946.2,53384
"2021-02-02",nation,E92000001,England,maleCases,"90+",11328,18831
"2021-02-02",nation,E92000001,England,maleCases,"55_to_59",5804.6,111850
"2021-02-02",nation,E92000001,England,maleCases,"0_to_4",2122,35930
"2021-02-02",nation,E92000001,England,maleCases,"15_to_19",5892.4,101318
"2021-02-02",nation,E92000001,England,maleCases,"60_to_64",5466.9,83492
"2021-02-02",nation,E92000001,England,maleCases,"80_to_84",5135.8,32636
"2021-02-02",nation,E92000001,England,maleCases,"20_to_24",8621.4,136884
"2021-02-02",nation,E92000001,England,maleCases,"70_to_74",3332.9,44332
"2021-02-02",nation,E92000001,England,maleCases,"85_to_89",7617.5,26726
"2021-02-02",nation,E92000001,England,maleCases,"40_to_44",6503.9,120265
"2021-02-02",nation,E92000001,England,maleCases,"45_to_49",7089.5,120536
"2021-02-02",nation,E92000001,England,maleCases,"25_to_29",7979.7,143053
"2021-02-02",nation,E92000001,England,maleCases,"30_to_34",7316.1,141429
"2021-02-02",nation,E92000001,England,maleCases,"10_to_14",3490.8,63269
"2021-02-02",nation,E92000001,England,maleCases,"5_to_9",2237.2,40485
"2021-02-02",nation,E92000001,England,maleCases,"75_to_79",3977.1,35822
"2021-02-02",nation,E92000001,England,maleCases,"50_to_54",6756.6,124274
"2021-02-02",nation,E92000001,England,femaleCases,"85_to_89",7441.3,39359
"2021-02-02",nation,E92000001,England,femaleCases,"45_to_49",8285.9,142029
"2021-02-02",nation,E92000001,England,femaleCases,"90+",12527.1,43975
"2021-02-02",nation,E92000001,England,femaleCases,"80_to_84",4774.8,38411
"2021-02-02",nation,E92000001,England,femaleCases,"10_to_14",3670.2,63338
"2021-02-02",nation,E92000001,England,femaleCases,"50_to_54",7806.2,146485
"2021-02-02",nation,E92000001,England,femaleCases,"65_to_69",3464.3,50023
"2021-02-02",nation,E92000001,England,femaleCases,"0_to_4",2139.7,34373
"2021-02-02",nation,E92000001,England,femaleCases,"15_to_19",7476.9,122231
"2021-02-02",nation,E92000001,England,femaleCases,"70_to_74",2873.2,41638
"2021-02-02",nation,E92000001,England,femaleCases,"60_to_64",5464.2,86586
"2021-02-02",nation,E92000001,England,femaleCases,"35_to_39",8093.6,154377
"2021-02-02",nation,E92000001,England,femaleCases,"20_to_24",11305.7,169870
"2021-02-02",nation,E92000001,England,femaleCases,"55_to_59",6398.9,126732
"2021-02-02",nation,E92000001,England,femaleCases,"75_to_79",3480.1,36192
"2021-02-02",nation,E92000001,England,femaleCases,"40_to_44",7575.8,142768
"2021-02-02",nation,E92000001,England,femaleCases,"5_to_9",2043.3,38027
"2021-02-02",nation,E92000001,England,femaleCases,"30_to_34",8999.3,168132
"2021-02-02",nation,E92000001,England,femaleCases,"25_to_29",10252.7,173798
"2021-02-01",nation,E92000001,England,maleCases,"15_to_19",5873.4,100990
"2021-02-01",nation,E92000001,England,maleCases,"25_to_29",7933.2,142220
"2021-02-01",nation,E92000001,England,maleCases,"5_to_9",2222.6,40221
"2021-02-01",nation,E92000001,England,maleCases,"10_to_14",3475.3,62989
"2021-02-01",nation,E92000001,England,maleCases,"85_to_89",7581.9,26601
"2021-02-01",nation,E92000001,England,maleCases,"90+",11258.2,18715
"2021-02-01",nation,E92000001,England,maleCases,"80_to_84",5108.6,32463
"2021-02-01",nation,E92000001,England,maleCases,"50_to_54",6719.6,123594
"2021-02-01",nation,E92000001,England,maleCases,"35_to_39",6813.9,129501
"2021-02-01",nation,E92000001,England,maleCases,"70_to_74",3317.6,44129
"2021-02-01",nation,E92000001,England,maleCases,"75_to_79",3957.2,35643
"2021-02-01",nation,E92000001,England,maleCases,"40_to_44",6466.8,119578
"2021-02-01",nation,E92000001,England,maleCases,"55_to_59",5772.9,111240
"2021-02-01",nation,E92000001,England,maleCases,"45_to_49",7050.4,119870
"2021-02-01",nation,E92000001,England,maleCases,"0_to_4",2104.9,35641
"2021-02-01",nation,E92000001,England,maleCases,"30_to_34",7272.2,140580
"2021-02-01",nation,E92000001,England,maleCases,"60_to_64",5436.7,83032
"2021-02-01",nation,E92000001,England,maleCases,"65_to_69",3925,53097
"2021-02-01",nation,E92000001,England,maleCases,"20_to_24",8583,136274
"2021-02-01",nation,E92000001,England,femaleCases,"75_to_79",3460.6,35989
"2021-02-01",nation,E92000001,England,femaleCases,"15_to_19",7451.7,121820
"2021-02-01",nation,E92000001,England,femaleCases,"45_to_49",8244.7,141322
"2021-02-01",nation,E92000001,England,femaleCases,"40_to_44",7538.3,142062
"2021-02-01",nation,E92000001,England,femaleCases,"90+",12439.6,43668
"2021-02-01",nation,E92000001,England,femaleCases,"70_to_74",2859.4,41438
"2021-02-01",nation,E92000001,England,femaleCases,"50_to_54",7768.3,145773
"2021-02-01",nation,E92000001,England,femaleCases,"30_to_34",8952.5,167258
"2021-02-01",nation,E92000001,England,femaleCases,"35_to_39",8051.9,153583
"2021-02-01",nation,E92000001,England,femaleCases,"20_to_24",11254.5,169101
"2021-02-01",nation,E92000001,England,femaleCases,"0_to_4",2123,34105
"2021-02-01",nation,E92000001,England,femaleCases,"25_to_29",10200.3,172910
"2021-02-01",nation,E92000001,England,femaleCases,"60_to_64",5433.9,86106
"2021-02-01",nation,E92000001,England,femaleCases,"10_to_14",3655.8,63089
"2021-02-01",nation,E92000001,England,femaleCases,"5_to_9",2029.5,37769
"2021-02-01",nation,E92000001,England,femaleCases,"85_to_89",7399.9,39140
"2021-02-01",nation,E92000001,England,femaleCases,"65_to_69",3447.2,49775
"2021-02-01",nation,E92000001,England,femaleCases,"55_to_59",6363.9,126039
"2021-02-01",nation,E92000001,England,femaleCases,"80_to_84",4747.9,38195
"2021-01-31",nation,E92000001,England,maleCases,"0_to_4",2088.4,35361
"2021-01-31",nation,E92000001,England,maleCases,"20_to_24",8539.5,135583
"2021-01-31",nation,E92000001,England,maleCases,"85_to_89",7549.1,26486
"2021-01-31",nation,E92000001,England,maleCases,"65_to_69",3900.3,52763
"2021-01-31",nation,E92000001,England,maleCases,"10_to_14",3459.2,62697
"2021-01-31",nation,E92000001,England,maleCases,"90+",11183.6,18591
"2021-01-31",nation,E92000001,England,maleCases,"55_to_59",5735.6,110520
"2021-01-31",nation,E92000001,England,maleCases,"5_to_9",2208,39957
"2021-01-31",nation,E92000001,England,maleCases,"60_to_64",5402,82501
"2021-01-31",nation,E92000001,England,maleCases,"15_to_19",5848.1,100555
"2021-01-31",nation,E92000001,England,maleCases,"80_to_84",5080,32281
"2021-01-31",nation,E92000001,England,maleCases,"35_to_39",6767.9,128627
"2021-01-31",nation,E92000001,England,maleCases,"70_to_74",3300.2,43897
"2021-01-31",nation,E92000001,England,maleCases,"40_to_44",6424,118786
"2021-01-31",nation,E92000001,England,maleCases,"50_to_54",6674,122755
"2021-01-31",nation,E92000001,England,maleCases,"25_to_29",7885.8,141371
"2021-01-31",nation,E92000001,England,maleCases,"30_to_34",7223.5,139639
"2021-01-31",nation,E92000001,England,maleCases,"45_to_49",7005.3,119104
"2021-01-31",nation,E92000001,England,maleCases,"75_to_79",3936.1,35453
"2021-01-31",nation,E92000001,England,femaleCases,"0_to_4",2106.1,33833
"2021-01-31",nation,E92000001,England,femaleCases,"45_to_49",8197.7,140517
"2021-01-31",nation,E92000001,England,femaleCases,"40_to_44",7494,141226
"2021-01-31",nation,E92000001,England,femaleCases,"50_to_54",7723.7,144936
"2021-01-31",nation,E92000001,England,femaleCases,"90+",12353.3,43365
"2021-01-31",nation,E92000001,England,femaleCases,"35_to_39",8001.2,152615
"2021-01-31",nation,E92000001,England,femaleCases,"55_to_59",6324.3,125254
"2021-01-31",nation,E92000001,England,femaleCases,"30_to_34",8895.7,166198
"2021-01-31",nation,E92000001,England,femaleCases,"5_to_9",2015.9,37517
"2021-01-31",nation,E92000001,England,femaleCases,"25_to_29",10139.8,171884
"2021-01-31",nation,E92000001,England,femaleCases,"80_to_84",4723.3,37997
"2021-01-31",nation,E92000001,England,femaleCases,"75_to_79",3439.1,35766
"2021-01-31",nation,E92000001,England,femaleCases,"65_to_69",3424.9,49453
"2021-01-31",nation,E92000001,England,femaleCases,"85_to_89",7346,38855
"2021-01-31",nation,E92000001,England,femaleCases,"70_to_74",2841.5,41178
"2021-01-31",nation,E92000001,England,femaleCases,"15_to_19",7422.7,121345
"2021-01-31",nation,E92000001,England,femaleCases,"10_to_14",3640.2,62820
"2021-01-31",nation,E92000001,England,femaleCases,"60_to_64",5396.8,85517
"2021-01-31",nation,E92000001,England,femaleCases,"20_to_24",11196.1,168223
"2021-01-30",nation,E92000001,England,maleCases,"20_to_24",8508.9,135097
"2021-01-30",nation,E92000001,England,maleCases,"85_to_89",7518.6,26379
"2021-01-30",nation,E92000001,England,maleCases,"90+",11142.1,18522
"2021-01-30",nation,E92000001,England,maleCases,"60_to_64",5378.7,82145
"2021-01-30",nation,E92000001,England,maleCases,"45_to_49",6973.5,118563
"2021-01-30",nation,E92000001,England,maleCases,"50_to_54",6645.5,122231
"2021-01-30",nation,E92000001,England,maleCases,"55_to_59",5710.7,110041
"2021-01-30",nation,E92000001,England,maleCases,"75_to_79",3922.8,35333
"2021-01-30",nation,E92000001,England,maleCases,"40_to_44",6394.1,118234
"2021-01-30",nation,E92000001,England,maleCases,"15_to_19",5831.9,100277
"2021-01-30",nation,E92000001,England,maleCases,"35_to_39",6732.8,127961
"2021-01-30",nation,E92000001,England,maleCases,"30_to_34",7189.1,138974
"2021-01-30",nation,E92000001,England,maleCases,"80_to_84",5062.7,32171
"2021-01-30",nation,E92000001,England,maleCases,"0_to_4",2074.5,35125
"2021-01-30",nation,E92000001,England,maleCases,"70_to_74",3286.1,43710
"2021-01-30",nation,E92000001,England,maleCases,"5_to_9",2198,39775
"2021-01-30",nation,E92000001,England,maleCases,"65_to_69",3883.5,52536
"2021-01-30",nation,E92000001,England,maleCases,"25_to_29",7851.6,140758
"2021-01-30",nation,E92000001,England,maleCases,"10_to_14",3449.1,62513
"2021-01-30",nation,E92000001,England,femaleCases,"0_to_4",2093.8,33635
"2021-01-30",nation,E92000001,England,femaleCases,"65_to_69",3411.2,49256
"2021-01-30",nation,E92000001,England,femaleCases,"5_to_9",2006.6,37343
"2021-01-30",nation,E92000001,England,femaleCases,"80_to_84",4706.7,37863
"2021-01-30",nation,E92000001,England,femaleCases,"60_to_64",5374.8,85169
"2021-01-30",nation,E92000001,England,femaleCases,"90+",12316.9,43237
"2021-01-30",nation,E92000001,England,femaleCases,"10_to_14",3627.4,62599
"2021-01-30",nation,E92000001,England,femaleCases,"50_to_54",7691.2,144326
"2021-01-30",nation,E92000001,England,femaleCases,"25_to_29",10098.3,171180
"2021-01-30",nation,E92000001,England,femaleCases,"45_to_49",8164.3,139944
"2021-01-30",nation,E92000001,England,femaleCases,"35_to_39",7966.2,151947
"2021-01-30",nation,E92000001,England,femaleCases,"70_to_74",2830.9,41024
"2021-01-30",nation,E92000001,England,femaleCases,"75_to_79",3426.3,35633
"2021-01-30",nation,E92000001,England,femaleCases,"85_to_89",7322.7,38732
"2021-01-30",nation,E92000001,England,femaleCases,"20_to_24",11157.3,167640
"2021-01-30",nation,E92000001,England,femaleCases,"15_to_19",7403.5,121031
"2021-01-30",nation,E92000001,England,femaleCases,"55_to_59",6300,124773
"2021-01-30",nation,E92000001,England,femaleCases,"30_to_34",8853.9,165416
"2021-01-30",nation,E92000001,England,femaleCases,"40_to_44",7461.5,140614
"2021-01-29",nation,E92000001,England,maleCases,"15_to_19",5812.1,99937
"2021-01-29",nation,E92000001,England,maleCases,"60_to_64",5351.5,81730
"2021-01-29",nation,E92000001,England,maleCases,"80_to_84",5045.2,32060
"2021-01-29",nation,E92000001,England,maleCases,"5_to_9",2186.8,39573
"2021-01-29",nation,E92000001,England,maleCases,"75_to_79",3905.8,35180
"2021-01-29",nation,E92000001,England,maleCases,"25_to_29",7817.2,140140
"2021-01-29",nation,E92000001,England,maleCases,"35_to_39",6695.8,127257
"2021-01-29",nation,E92000001,England,maleCases,"40_to_44",6360,117604
"2021-01-29",nation,E92000001,England,maleCases,"90+",11110.2,18469
"2021-01-29",nation,E92000001,England,maleCases,"45_to_49",6938.3,117965
"2021-01-29",nation,E92000001,England,maleCases,"30_to_34",7151.5,138248
"2021-01-29",nation,E92000001,England,maleCases,"70_to_74",3271.4,43515
"2021-01-29",nation,E92000001,England,maleCases,"55_to_59",5681.5,109478
"2021-01-29",nation,E92000001,England,maleCases,"65_to_69",3864,52272
"2021-01-29",nation,E92000001,England,maleCases,"85_to_89",7489.2,26276
"2021-01-29",nation,E92000001,England,maleCases,"50_to_54",6614.3,121657
"2021-01-29",nation,E92000001,England,maleCases,"0_to_4",2057.7,34841
"2021-01-29",nation,E92000001,England,maleCases,"20_to_24",8473.8,134540
"2021-01-29",nation,E92000001,England,maleCases,"10_to_14",3437.2,62299
"2021-01-29",nation,E92000001,England,femaleCases,"50_to_54",7660.5,143751
"2021-01-29",nation,E92000001,England,femaleCases,"0_to_4",2080.2,33417
"2021-01-29",nation,E92000001,England,femaleCases,"45_to_49",8130,139356
"2021-01-29",nation,E92000001,England,femaleCases,"85_to_89",7299.1,38607
"2021-01-29",nation,E92000001,England,femaleCases,"65_to_69",3395.9,49035
"2021-01-29",nation,E92000001,England,femaleCases,"80_to_84",4688.8,37719
"2021-01-29",nation,E92000001,England,femaleCases,"15_to_19",7378.9,120630
"2021-01-29",nation,E92000001,England,femaleCases,"60_to_64",5349.4,84767
"2021-01-29",nation,E92000001,England,femaleCases,"75_to_79",3412.8,35492
"2021-01-29",nation,E92000001,England,femaleCases,"20_to_24",11111.8,166956
"2021-01-29",nation,E92000001,England,femaleCases,"70_to_74",2817.9,40836
"2021-01-29",nation,E92000001,England,femaleCases,"10_to_14",3614.9,62384
"2021-01-29",nation,E92000001,England,femaleCases,"40_to_44",7428.5,139992
"2021-01-29",nation,E92000001,England,femaleCases,"90+",12279,43104
"2021-01-29",nation,E92000001,England,femaleCases,"30_to_34",8812.4,164641
"2021-01-29",nation,E92000001,England,femaleCases,"35_to_39",7929,151237
"2021-01-29",nation,E92000001,England,femaleCases,"55_to_59",6271.4,124207
"2021-01-29",nation,E92000001,England,femaleCases,"5_to_9",1995.1,37130
"2021-01-29",nation,E92000001,England,femaleCases,"25_to_29",10055.3,170451
"2021-01-28",nation,E92000001,England,maleCases,"10_to_14",3419.4,61975
"2021-01-28",nation,E92000001,England,maleCases,"50_to_54",6572.6,120890
"2021-01-28",nation,E92000001,England,maleCases,"55_to_59",5644.6,108768
"2021-01-28",nation,E92000001,England,maleCases,"15_to_19",5787.8,99519
"2021-01-28",nation,E92000001,England,maleCases,"65_to_69",3840.2,51950
"2021-01-28",nation,E92000001,England,maleCases,"20_to_24",8428.7,133824
"2021-01-28",nation,E92000001,England,maleCases,"5_to_9",2170.9,39285
"2021-01-28",nation,E92000001,England,maleCases,"70_to_74",3252.4,43262
"2021-01-28",nation,E92000001,England,maleCases,"30_to_34",7103,137309
"2021-01-28",nation,E92000001,England,maleCases,"85_to_89",7444.5,26119
"2021-01-28",nation,E92000001,England,maleCases,"90+",11050.1,18369
"2021-01-28",nation,E92000001,England,maleCases,"75_to_79",3882.7,34972
"2021-01-28",nation,E92000001,England,maleCases,"35_to_39",6652.8,126439
"2021-01-28",nation,E92000001,England,maleCases,"0_to_4",2039.6,34534
"2021-01-28",nation,E92000001,England,maleCases,"40_to_44",6316.8,116805
"2021-01-28",nation,E92000001,England,maleCases,"60_to_64",5319,81234
"2021-01-28",nation,E92000001,England,maleCases,"80_to_84",5016.7,31879
"2021-01-28",nation,E92000001,England,maleCases,"25_to_29",7774.4,139374
"2021-01-28",nation,E92000001,England,maleCases,"45_to_49",6895.2,117232
"2021-01-28",nation,E92000001,England,femaleCases,"60_to_64",5313,84189
"2021-01-28",nation,E92000001,England,femaleCases,"35_to_39",7880.7,150317
