date,areaType,areaCode,areaName,metric,age,rate,value
"2020-12-23",nation,E92000001,England,femaleCases,"85_to_89",4662.6,24662
"2020-12-23",nation,E92000001,England,femaleCases,"65_to_69",1921.3,27743
"2020-12-23",nation,E92000001,England,femaleCases,"50_to_54",4357.3,81765
"2020-12-23",nation,E92000001,England,femaleCases,"70_to_74",1635.6,23702
"2020-12-23",nation,E92000001,England,femaleCases,"35_to_39",4454.8,84971
"2020-12-23",nation,E92000001,England,femaleCases,"30_to_34",4902.1,91586
"2020-12-22",nation,E92000001,England,maleCases,"45_to_49",3827.9,65081
"2020-12-22",nation,E92000001,England,maleCases,"90+",7207.3,11981
"2020-12-22",nation,E92000001,England,maleCases,"65_to_69",2197.2,29724
"2020-12-22",nation,E92000001,England,maleCases,"55_to_59",3104.3,59818
"2020-12-22",nation,E92000001,England,maleCases,"5_to_9",1247.8,22580
"2020-12-22",nation,E92000001,England,maleCases,"30_to_34",3795.7,73376
"2020-12-22",nation,E92000001,England,maleCases,"20_to_24",4917.6,78078
"2020-12-22",nation,E92000001,England,maleCases,"15_to_19",3867.2,66495
"2020-12-22",nation,E92000001,England,maleCases,"75_to_79",2465.2,22204
"2020-12-22",nation,E92000001,England,maleCases,"80_to_84",3361,21358
"2020-12-22",nation,E92000001,England,maleCases,"85_to_89",4966.8,17426
"2020-12-22",nation,E92000001,England,maleCases,"40_to_44",3414,63129
"2020-12-22",nation,E92000001,England,maleCases,"70_to_74",1961.9,26096
"2020-12-22",nation,E92000001,England,maleCases,"25_to_29",4201.4,75320
"2020-12-22",nation,E92000001,England,maleCases,"10_to_14",2232.8,40469
"2020-12-22",nation,E92000001,England,maleCases,"35_to_39",3539.5,67270
"2020-12-22",nation,E92000001,England,maleCases,"0_to_4",1076.2,18223
"2020-12-22",nation,E92000001,England,maleCases,"60_to_64",2928,44717
"2020-12-22",nation,E92000001,England,maleCases,"50_to_54",3647.4,67087
"2020-12-22",nation,E92000001,England,femaleCases,"5_to_9",1128.6,21003
"2020-12-22",nation,E92000001,England,femaleCases,"0_to_4",1099.6,17664
"2020-12-22",nation,E92000001,England,femaleCases,"50_to_54",4272.6,80177
"2020-12-22",nation,E92000001,England,femaleCases,"15_to_19",4927.8,80559
"2020-12-22",nation,E92000001,England,femaleCases,"55_to_59",3460.7,68540
"2020-12-22",nation,E92000001,England,femaleCases,"60_to_64",2923.1,46320
"2020-12-22",nation,E92000001,England,femaleCases,"80_to_84",2902.6,23350
"2020-12-22",nation,E92000001,England,femaleCases,"45_to_49",4631.6,79390
"2020-12-22",nation,E92000001,England,femaleCases,"90+",7621.7,26755
"2020-12-22",nation,E92000001,England,femaleCases,"65_to_69",1882.9,27188
"2020-12-22",nation,E92000001,England,femaleCases,"20_to_24",6425.5,96544
"2020-12-22",nation,E92000001,England,femaleCases,"85_to_89",4613.7,24403
"2020-12-22",nation,E92000001,England,femaleCases,"40_to_44",4165.1,78493
"2020-12-22",nation,E92000001,England,femaleCases,"30_to_34",4791.2,89513
"2020-12-22",nation,E92000001,England,femaleCases,"70_to_74",1605.3,23264
"2020-12-22",nation,E92000001,England,femaleCases,"10_to_14",2295.9,39621
"2020-12-22",nation,E92000001,England,femaleCases,"25_to_29",5515.1,93489
"2020-12-22",nation,E92000001,England,femaleCases,"35_to_39",4353.6,83041
"2020-12-22",nation,E92000001,England,femaleCases,"75_to_79",2037.5,21190
"2020-12-21",nation,E92000001,England,maleCases,"20_to_24",4826.9,76637
"2020-12-21",nation,E92000001,England,maleCases,"85_to_89",4914.1,17241
"2020-12-21",nation,E92000001,England,maleCases,"25_to_29",4094,73394
"2020-12-21",nation,E92000001,England,maleCases,"90+",7127.3,11848
"2020-12-21",nation,E92000001,England,maleCases,"65_to_69",2159.2,29210
"2020-12-21",nation,E92000001,England,maleCases,"30_to_34",3702.1,71566
"2020-12-21",nation,E92000001,England,maleCases,"80_to_84",3320.8,21102
"2020-12-21",nation,E92000001,England,maleCases,"60_to_64",2868.6,43810
"2020-12-21",nation,E92000001,England,maleCases,"75_to_79",2431.6,21902
"2020-12-21",nation,E92000001,England,maleCases,"10_to_14",2182.8,39563
"2020-12-21",nation,E92000001,England,maleCases,"0_to_4",1049.2,17765
"2020-12-21",nation,E92000001,England,maleCases,"5_to_9",1213.6,21962
"2020-12-21",nation,E92000001,England,maleCases,"40_to_44",3329.1,61558
"2020-12-21",nation,E92000001,England,maleCases,"50_to_54",3565.3,65576
"2020-12-21",nation,E92000001,England,maleCases,"15_to_19",3810.6,65521
"2020-12-21",nation,E92000001,England,maleCases,"35_to_39",3450.9,65586
"2020-12-21",nation,E92000001,England,maleCases,"55_to_59",3038.2,58543
"2020-12-21",nation,E92000001,England,maleCases,"45_to_49",3731.6,63445
"2020-12-21",nation,E92000001,England,maleCases,"70_to_74",1927.4,25637
"2020-12-21",nation,E92000001,England,femaleCases,"50_to_54",4179.7,78432
"2020-12-21",nation,E92000001,England,femaleCases,"10_to_14",2238.5,38631
"2020-12-21",nation,E92000001,England,femaleCases,"40_to_44",4067.2,76647
"2020-12-21",nation,E92000001,England,femaleCases,"15_to_19",4853.2,79340
"2020-12-21",nation,E92000001,England,femaleCases,"5_to_9",1096.7,20410
"2020-12-21",nation,E92000001,England,femaleCases,"90+",7519.7,26397
"2020-12-21",nation,E92000001,England,femaleCases,"80_to_84",2862.7,23029
"2020-12-21",nation,E92000001,England,femaleCases,"55_to_59",3388.7,67115
"2020-12-21",nation,E92000001,England,femaleCases,"20_to_24",6289.1,94495
"2020-12-21",nation,E92000001,England,femaleCases,"35_to_39",4244.4,80957
"2020-12-21",nation,E92000001,England,femaleCases,"70_to_74",1572.8,22792
"2020-12-21",nation,E92000001,England,femaleCases,"60_to_64",2860.7,45331
"2020-12-21",nation,E92000001,England,femaleCases,"25_to_29",5382.4,91239
"2020-12-21",nation,E92000001,England,femaleCases,"0_to_4",1070,17189
"2020-12-21",nation,E92000001,England,femaleCases,"75_to_79",2007.4,20876
"2020-12-21",nation,E92000001,England,femaleCases,"85_to_89",4555.3,24094
"2020-12-21",nation,E92000001,England,femaleCases,"65_to_69",1838.8,26551
"2020-12-21",nation,E92000001,England,femaleCases,"45_to_49",4526.2,77583
"2020-12-21",nation,E92000001,England,femaleCases,"30_to_34",4673.3,87310
"2020-12-20",nation,E92000001,England,maleCases,"35_to_39",3355.5,63773
"2020-12-20",nation,E92000001,England,maleCases,"90+",7037.1,11698
"2020-12-20",nation,E92000001,England,maleCases,"60_to_64",2812.3,42951
"2020-12-20",nation,E92000001,England,maleCases,"20_to_24",4738.6,75235
"2020-12-20",nation,E92000001,England,maleCases,"0_to_4",1020.7,17283
"2020-12-20",nation,E92000001,England,maleCases,"65_to_69",2115,28612
"2020-12-20",nation,E92000001,England,maleCases,"80_to_84",3279.5,20840
"2020-12-20",nation,E92000001,England,maleCases,"70_to_74",1897.2,25235
"2020-12-20",nation,E92000001,England,maleCases,"25_to_29",3987.4,71483
"2020-12-20",nation,E92000001,England,maleCases,"15_to_19",3751.7,64508
"2020-12-20",nation,E92000001,England,maleCases,"5_to_9",1178.4,21325
"2020-12-20",nation,E92000001,England,maleCases,"40_to_44",3238.2,59877
"2020-12-20",nation,E92000001,England,maleCases,"50_to_54",3475.1,63918
"2020-12-20",nation,E92000001,England,maleCases,"55_to_59",2967.6,57183
"2020-12-20",nation,E92000001,England,maleCases,"10_to_14",2127.8,38565
"2020-12-20",nation,E92000001,England,maleCases,"45_to_49",3634.6,61795
"2020-12-20",nation,E92000001,England,maleCases,"75_to_79",2398.9,21607
"2020-12-20",nation,E92000001,England,maleCases,"85_to_89",4859.9,17051
"2020-12-20",nation,E92000001,England,maleCases,"30_to_34",3599.9,69591
"2020-12-20",nation,E92000001,England,femaleCases,"35_to_39",4130.7,78790
"2020-12-20",nation,E92000001,England,femaleCases,"50_to_54",4084.7,76651
"2020-12-20",nation,E92000001,England,femaleCases,"85_to_89",4494.2,23771
"2020-12-20",nation,E92000001,England,femaleCases,"15_to_19",4773.5,78036
"2020-12-20",nation,E92000001,England,femaleCases,"60_to_64",2795.5,44297
"2020-12-20",nation,E92000001,England,femaleCases,"25_to_29",5242.7,88871
"2020-12-20",nation,E92000001,England,femaleCases,"65_to_69",1799.4,25982
"2020-12-20",nation,E92000001,England,femaleCases,"55_to_59",3311,65576
"2020-12-20",nation,E92000001,England,femaleCases,"30_to_34",4548.5,84979
"2020-12-20",nation,E92000001,England,femaleCases,"40_to_44",3956.9,74569
"2020-12-20",nation,E92000001,England,femaleCases,"70_to_74",1542.3,22350
"2020-12-20",nation,E92000001,England,femaleCases,"0_to_4",1042.3,16744
"2020-12-20",nation,E92000001,England,femaleCases,"75_to_79",1975.7,20547
"2020-12-20",nation,E92000001,England,femaleCases,"20_to_24",6158.9,92539
"2020-12-20",nation,E92000001,England,femaleCases,"45_to_49",4412.3,75631
"2020-12-20",nation,E92000001,England,femaleCases,"10_to_14",2175,37534
"2020-12-20",nation,E92000001,England,femaleCases,"5_to_9",1066.7,19851
"2020-12-20",nation,E92000001,England,femaleCases,"90+",7407.7,26004
"2020-12-20",nation,E92000001,England,femaleCases,"80_to_84",2825.5,22730
"2020-12-19",nation,E92000001,England,maleCases,"90+",6992.6,11624
"2020-12-19",nation,E92000001,England,maleCases,"40_to_44",3174.3,58697
"2020-12-19",nation,E92000001,England,maleCases,"10_to_14",2090,37880
"2020-12-19",nation,E92000001,England,maleCases,"35_to_39",3288.9,62508
"2020-12-19",nation,E92000001,England,maleCases,"5_to_9",1153.8,20880
"2020-12-19",nation,E92000001,England,maleCases,"0_to_4",1000.1,16934
"2020-12-19",nation,E92000001,England,maleCases,"75_to_79",2376,21401
"2020-12-19",nation,E92000001,England,maleCases,"25_to_29",3910,70096
"2020-12-19",nation,E92000001,England,maleCases,"50_to_54",3417.6,62859
"2020-12-19",nation,E92000001,England,maleCases,"20_to_24",4668,74115
"2020-12-19",nation,E92000001,England,maleCases,"60_to_64",2769.2,42293
"2020-12-19",nation,E92000001,England,maleCases,"85_to_89",4826.3,16933
"2020-12-19",nation,E92000001,England,maleCases,"55_to_59",2917.5,56219
"2020-12-19",nation,E92000001,England,maleCases,"65_to_69",2085.9,28218
"2020-12-19",nation,E92000001,England,maleCases,"30_to_34",3531,68259
"2020-12-19",nation,E92000001,England,maleCases,"15_to_19",3706.7,63735
"2020-12-19",nation,E92000001,England,maleCases,"45_to_49",3566.6,60640
"2020-12-19",nation,E92000001,England,maleCases,"70_to_74",1874.6,24935
"2020-12-19",nation,E92000001,England,maleCases,"80_to_84",3254.2,20679
"2020-12-19",nation,E92000001,England,femaleCases,"15_to_19",4717,77113
"2020-12-19",nation,E92000001,England,femaleCases,"20_to_24",6066.5,91150
"2020-12-19",nation,E92000001,England,femaleCases,"90+",7372.7,25881
"2020-12-19",nation,E92000001,England,femaleCases,"30_to_34",4465.4,83427
"2020-12-19",nation,E92000001,England,femaleCases,"55_to_59",3259.7,64560
"2020-12-19",nation,E92000001,England,femaleCases,"45_to_49",4339.5,74383
"2020-12-19",nation,E92000001,England,femaleCases,"80_to_84",2801.9,22540
"2020-12-19",nation,E92000001,England,femaleCases,"5_to_9",1044.5,19438
"2020-12-19",nation,E92000001,England,femaleCases,"75_to_79",1957.8,20361
"2020-12-19",nation,E92000001,England,femaleCases,"50_to_54",4023.8,75507
"2020-12-19",nation,E92000001,England,femaleCases,"65_to_69",1773.7,25611
"2020-12-19",nation,E92000001,England,femaleCases,"60_to_64",2754.3,43644
"2020-12-19",nation,E92000001,England,femaleCases,"85_to_89",4462.2,23602
"2020-12-19",nation,E92000001,England,femaleCases,"35_to_39",4056.8,77380
"2020-12-19",nation,E92000001,England,femaleCases,"10_to_14",2132.4,36800
"2020-12-19",nation,E92000001,England,femaleCases,"70_to_74",1521.7,22052
"2020-12-19",nation,E92000001,England,femaleCases,"0_to_4",1018.1,16355
"2020-12-19",nation,E92000001,England,femaleCases,"40_to_44",3886.9,73250
"2020-12-19",nation,E92000001,England,femaleCases,"25_to_29",5144.4,87205
"2020-12-18",nation,E92000001,England,maleCases,"70_to_74",1856.2,24690
"2020-12-18",nation,E92000001,England,maleCases,"5_to_9",1136.3,20563
"2020-12-18",nation,E92000001,England,maleCases,"90+",6942.6,11541
"2020-12-18",nation,E92000001,England,maleCases,"75_to_79",2355.9,21220
"2020-12-18",nation,E92000001,England,maleCases,"85_to_89",4794.1,16820
"2020-12-18",nation,E92000001,England,maleCases,"35_to_39",3239.5,61569
"2020-12-18",nation,E92000001,England,maleCases,"40_to_44",3128.3,57845
"2020-12-18",nation,E92000001,England,maleCases,"80_to_84",3230,20525
"2020-12-18",nation,E92000001,England,maleCases,"50_to_54",3377.1,62115
"2020-12-18",nation,E92000001,England,maleCases,"30_to_34",3478.5,67243
"2020-12-18",nation,E92000001,England,maleCases,"10_to_14",2056.1,37267
"2020-12-18",nation,E92000001,England,maleCases,"20_to_24",4625.4,73438
"2020-12-18",nation,E92000001,England,maleCases,"0_to_4",985.3,16683
"2020-12-18",nation,E92000001,England,maleCases,"65_to_69",2063.9,27920
"2020-12-18",nation,E92000001,England,maleCases,"60_to_64",2738.7,41827
"2020-12-18",nation,E92000001,England,maleCases,"15_to_19",3673,63155
"2020-12-18",nation,E92000001,England,maleCases,"45_to_49",3517.5,59804
"2020-12-18",nation,E92000001,England,maleCases,"55_to_59",2883.1,55556
"2020-12-18",nation,E92000001,England,maleCases,"25_to_29",3854.7,69104
"2020-12-18",nation,E92000001,England,femaleCases,"80_to_84",2781.1,22373
"2020-12-18",nation,E92000001,England,femaleCases,"30_to_34",4403.3,82266
"2020-12-18",nation,E92000001,England,femaleCases,"10_to_14",2097.3,36193
"2020-12-18",nation,E92000001,England,femaleCases,"35_to_39",4000,76297
"2020-12-18",nation,E92000001,England,femaleCases,"60_to_64",2723.3,43154
"2020-12-18",nation,E92000001,England,femaleCases,"20_to_24",6003.9,90210
"2020-12-18",nation,E92000001,England,femaleCases,"0_to_4",998.7,16044
"2020-12-18",nation,E92000001,England,femaleCases,"70_to_74",1504.5,21803
"2020-12-18",nation,E92000001,England,femaleCases,"15_to_19",4674.9,76424
"2020-12-18",nation,E92000001,England,femaleCases,"25_to_29",5074.2,86015
"2020-12-18",nation,E92000001,England,femaleCases,"5_to_9",1027.4,19121
"2020-12-18",nation,E92000001,England,femaleCases,"65_to_69",1755.1,25343
"2020-12-18",nation,E92000001,England,femaleCases,"40_to_44",3834.2,72257
"2020-12-18",nation,E92000001,England,femaleCases,"45_to_49",4285.5,73457
"2020-12-18",nation,E92000001,England,femaleCases,"55_to_59",3224.8,63868
"2020-12-18",nation,E92000001,England,femaleCases,"75_to_79",1938.9,20164
"2020-12-18",nation,E92000001,England,femaleCases,"50_to_54",3976.8,74626
"2020-12-18",nation,E92000001,England,femaleCases,"90+",7321.4,25701
"2020-12-18",nation,E92000001,England,femaleCases,"85_to_89",4426.5,23413
"2020-12-17",nation,E92000001,England,maleCases,"90+",6886.1,11447
"2020-12-17",nation,E92000001,England,maleCases,"0_to_4",961.6,16282
"2020-12-17",nation,E92000001,England,maleCases,"70_to_74",1833.2,24384
"2020-12-17",nation,E92000001,England,maleCases,"60_to_64",2694.6,41153
"2020-12-17",nation,E92000001,England,maleCases,"20_to_24",4553.3,72293
"2020-12-17",nation,E92000001,England,maleCases,"30_to_34",3403.6,65796
"2020-12-17",nation,E92000001,England,maleCases,"35_to_39",3170.1,60250
"2020-12-17",nation,E92000001,England,maleCases,"85_to_89",4737.6,16622
"2020-12-17",nation,E92000001,England,maleCases,"65_to_69",2033.4,27508
"2020-12-17",nation,E92000001,England,maleCases,"75_to_79",2327.1,20960
"2020-12-17",nation,E92000001,England,maleCases,"25_to_29",3772.1,67623
"2020-12-17",nation,E92000001,England,maleCases,"15_to_19",3625,62331
"2020-12-17",nation,E92000001,England,maleCases,"45_to_49",3445,58571
"2020-12-17",nation,E92000001,England,maleCases,"40_to_44",3062.1,56622
"2020-12-17",nation,E92000001,England,maleCases,"5_to_9",1108.5,20060
"2020-12-17",nation,E92000001,England,maleCases,"10_to_14",2011,36449
"2020-12-17",nation,E92000001,England,maleCases,"55_to_59",2833.7,54604
"2020-12-17",nation,E92000001,England,maleCases,"50_to_54",3314.4,60961
"2020-12-17",nation,E92000001,England,maleCases,"80_to_84",3201.6,20345
"2020-12-17",nation,E92000001,England,femaleCases,"70_to_74",1481.4,21468
"2020-12-17",nation,E92000001,England,femaleCases,"65_to_69",1726.3,24927
"2020-12-17",nation,E92000001,England,femaleCases,"80_to_84",2747.7,22104
"2020-12-17",nation,E92000001,England,femaleCases,"15_to_19",4612.7,75408
"2020-12-17",nation,E92000001,England,femaleCases,"45_to_49",4203,72044
"2020-12-17",nation,E92000001,England,femaleCases,"85_to_89",4377.7,23155
"2020-12-17",nation,E92000001,England,femaleCases,"25_to_29",4975.2,84337
"2020-12-17",nation,E92000001,England,femaleCases,"75_to_79",1913.7,19902
"2020-12-17",nation,E92000001,England,femaleCases,"20_to_24",5906.6,88747
"2020-12-17",nation,E92000001,England,femaleCases,"55_to_59",3169.8,62778
"2020-12-17",nation,E92000001,England,femaleCases,"35_to_39",3916.6,74705
"2020-12-17",nation,E92000001,England,femaleCases,"30_to_34",4316,80636
"2020-12-17",nation,E92000001,England,femaleCases,"90+",7249.9,25450
"2020-12-17",nation,E92000001,England,femaleCases,"60_to_64",2679,42452
"2020-12-17",nation,E92000001,England,femaleCases,"0_to_4",976.9,15693
"2020-12-17",nation,E92000001,England,femaleCases,"50_to_54",3903.1,73242
"2020-12-17",nation,E92000001,England,femaleCases,"5_to_9",1001.9,18645
"2020-12-17",nation,E92000001,England,femaleCases,"40_to_44",3756.6,70794
"2020-12-17",nation,E92000001,England,femaleCases,"10_to_14",2043.6,35268
"2020-12-16",nation,E92000001,England,maleCases,"80_to_84",3171.7,20155
"2020-12-16",nation,E92000001,England,maleCases,"0_to_4",941.8,15946
"2020-12-16",nation,E92000001,England,maleCases,"10_to_14",1967.5,35661
"2020-12-16",nation,E92000001,England,maleCases,"55_to_59",2789.6,53753
"2020-12-16",nation,E92000001,England,maleCases,"60_to_64",2654.1,40535
"2020-12-16",nation,E92000001,England,maleCases,"40_to_44",2998.4,55443
"2020-12-16",nation,E92000001,England,maleCases,"50_to_54",3260.3,59966
"2020-12-16",nation,E92000001,England,maleCases,"75_to_79",2301.2,20727
"2020-12-16",nation,E92000001,England,maleCases,"30_to_34",3330.4,64381
"2020-12-16",nation,E92000001,England,maleCases,"45_to_49",3379.2,57453
"2020-12-16",nation,E92000001,England,maleCases,"70_to_74",1810.1,24077
"2020-12-16",nation,E92000001,England,maleCases,"90+",6810.9,11322
"2020-12-16",nation,E92000001,England,maleCases,"85_to_89",4690.9,16458
"2020-12-16",nation,E92000001,England,maleCases,"20_to_24",4483.2,71180
"2020-12-16",nation,E92000001,England,maleCases,"15_to_19",3574.9,61468
"2020-12-16",nation,E92000001,England,maleCases,"25_to_29",3691.4,66177
"2020-12-16",nation,E92000001,England,maleCases,"5_to_9",1083,19598
"2020-12-16",nation,E92000001,England,maleCases,"35_to_39",3105.6,59023
"2020-12-16",nation,E92000001,England,maleCases,"65_to_69",2006,27137
"2020-12-16",nation,E92000001,England,femaleCases,"15_to_19",4551.3,74405
"2020-12-16",nation,E92000001,England,femaleCases,"65_to_69",1701.1,24563
"2020-12-16",nation,E92000001,England,femaleCases,"55_to_59",3120.8,61808
"2020-12-16",nation,E92000001,England,femaleCases,"30_to_34",4229.2,79013
"2020-12-16",nation,E92000001,England,femaleCases,"50_to_54",3842.4,72104
"2020-12-16",nation,E92000001,England,femaleCases,"10_to_14",2000.7,34526
"2020-12-16",nation,E92000001,England,femaleCases,"25_to_29",4877.8,82686
"2020-12-16",nation,E92000001,England,femaleCases,"70_to_74",1459.9,21157
"2020-12-16",nation,E92000001,England,femaleCases,"75_to_79",1891.8,19674
"2020-12-16",nation,E92000001,England,femaleCases,"60_to_64",2637.5,41794
"2020-12-16",nation,E92000001,England,femaleCases,"40_to_44",3680.8,69366
"2020-12-16",nation,E92000001,England,femaleCases,"45_to_49",4129.8,70789
"2020-12-16",nation,E92000001,England,femaleCases,"5_to_9",980.9,18255
"2020-12-16",nation,E92000001,England,femaleCases,"20_to_24",5815.2,87375
"2020-12-16",nation,E92000001,England,femaleCases,"85_to_89",4335.4,22931
"2020-12-16",nation,E92000001,England,femaleCases,"90+",7179.8,25204
"2020-12-16",nation,E92000001,England,femaleCases,"35_to_39",3841.1,73266
"2020-12-16",nation,E92000001,England,femaleCases,"80_to_84",2717.2,21859
"2020-12-16",nation,E92000001,England,femaleCases,"0_to_4",956.5,15365
"2020-12-15",nation,E92000001,England,maleCases,"15_to_19",3518.7,60502
"2020-12-15",nation,E92000001,England,maleCases,"5_to_9",1055.5,19101
"2020-12-15",nation,E92000001,England,maleCases,"90+",6744.7,11212
"2020-12-15",nation,E92000001,England,maleCases,"60_to_64",2614.7,39933
"2020-12-15",nation,E92000001,England,maleCases,"35_to_39",3041.9,57812
"2020-12-15",nation,E92000001,England,maleCases,"65_to_69",1980.9,26798
"2020-12-15",nation,E92000001,England,maleCases,"85_to_89",4639.6,16278
"2020-12-15",nation,E92000001,England,maleCases,"70_to_74",1787.5,23777
"2020-12-15",nation,E92000001,England,maleCases,"55_to_59",2744.7,52888
"2020-12-15",nation,E92000001,England,maleCases,"75_to_79",2275.6,20497
"2020-12-15",nation,E92000001,England,maleCases,"50_to_54",3202.7,58907
"2020-12-15",nation,E92000001,England,maleCases,"45_to_49",3313.3,56333
"2020-12-15",nation,E92000001,England,maleCases,"0_to_4",920.3,15582
"2020-12-15",nation,E92000001,England,maleCases,"30_to_34",3255.1,62925
"2020-12-15",nation,E92000001,England,maleCases,"10_to_14",1919.5,34790
"2020-12-15",nation,E92000001,England,maleCases,"80_to_84",3141.4,19962
"2020-12-15",nation,E92000001,England,maleCases,"25_to_29",3611.5,64744
"2020-12-15",nation,E92000001,England,maleCases,"20_to_24",4410,70018
"2020-12-15",nation,E92000001,England,maleCases,"40_to_44",2935.5,54280
"2020-12-15",nation,E92000001,England,femaleCases,"10_to_14",1949.1,33637
"2020-12-15",nation,E92000001,England,femaleCases,"65_to_69",1673.9,24170
"2020-12-15",nation,E92000001,England,femaleCases,"30_to_34",4144.5,77432
"2020-12-15",nation,E92000001,England,femaleCases,"55_to_59",3074.6,60894
"2020-12-15",nation,E92000001,England,femaleCases,"15_to_19",4488.3,73375
"2020-12-15",nation,E92000001,England,femaleCases,"70_to_74",1438.1,20841
"2020-12-15",nation,E92000001,England,femaleCases,"25_to_29",4773.9,80924
"2020-12-15",nation,E92000001,England,femaleCases,"0_to_4",936.6,15045
"2020-12-15",nation,E92000001,England,femaleCases,"20_to_24",5723,85989
"2020-12-15",nation,E92000001,England,femaleCases,"45_to_49",4056.1,69526
"2020-12-15",nation,E92000001,England,femaleCases,"60_to_64",2600.9,41213
"2020-12-15",nation,E92000001,England,femaleCases,"75_to_79",1868.7,19434
"2020-12-15",nation,E92000001,England,femaleCases,"80_to_84",2686.7,21613
"2020-12-15",nation,E92000001,England,femaleCases,"50_to_54",3778.9,70911
"2020-12-15",nation,E92000001,England,femaleCases,"90+",7107.5,24950
"2020-12-15",nation,E92000001,England,femaleCases,"35_to_39",3768.3,71877
"2020-12-15",nation,E92000001,England,femaleCases,"5_to_9",956.7,17804
"2020-12-15",nation,E92000001,England,femaleCases,"85_to_89",4290.4,22693
"2020-12-15",nation,E92000001,England,femaleCases,"40_to_44",3608.3,67999
"2020-12-14",nation,E92000001,England,maleCases,"75_to_79",2252.4,20288
"2020-12-14",nation,E92000001,England,maleCases,"25_to_29",3538,63426
"2020-12-14",nation,E92000001,England,maleCases,"0_to_4",901.7,15268
"2020-12-14",nation,E92000001,England,maleCases,"70_to_74",1767.8,23514
"2020-12-14",nation,E92000001,England,maleCases,"80_to_84",3106.9,19743
"2020-12-14",nation,E92000001,England,maleCases,"65_to_69",1955.9,26459
"2020-12-14",nation,E92000001,England,maleCases,"10_to_14",1862.5,33757
"2020-12-14",nation,E92000001,England,maleCases,"40_to_44",2876.5,53190
"2020-12-14",nation,E92000001,England,maleCases,"85_to_89",4588.9,16100
"2020-12-14",nation,E92000001,England,maleCases,"55_to_59",2700.3,52033
"2020-12-14",nation,E92000001,England,maleCases,"45_to_49",3250.9,55271
"2020-12-14",nation,E92000001,England,maleCases,"15_to_19",3462.1,59529
"2020-12-14",nation,E92000001,England,maleCases,"35_to_39",2980.9,56653
"2020-12-14",nation,E92000001,England,maleCases,"5_to_9",1027.9,18601
"2020-12-14",nation,E92000001,England,maleCases,"60_to_64",2579.2,39391
"2020-12-14",nation,E92000001,England,maleCases,"50_to_54",3148.7,57914
"2020-12-14",nation,E92000001,England,maleCases,"90+",6674.3,11095
"2020-12-14",nation,E92000001,England,maleCases,"30_to_34",3194.5,61753
"2020-12-14",nation,E92000001,England,maleCases,"20_to_24",4346.6,69011
"2020-12-14",nation,E92000001,England,femaleCases,"35_to_39",3695,70478
"2020-12-14",nation,E92000001,England,femaleCases,"25_to_29",4678.8,79312
"2020-12-14",nation,E92000001,England,femaleCases,"60_to_64",2563,40614
"2020-12-14",nation,E92000001,England,femaleCases,"0_to_4",917.9,14745
"2020-12-14",nation,E92000001,England,femaleCases,"50_to_54",3715.4,69721
"2020-12-14",nation,E92000001,England,femaleCases,"30_to_34",4064.8,75942
"2020-12-14",nation,E92000001,England,femaleCases,"40_to_44",3539.6,66704
"2020-12-14",nation,E92000001,England,femaleCases,"85_to_89",4238.6,22419
"2020-12-14",nation,E92000001,England,femaleCases,"15_to_19",4422.6,72301
"2020-12-14",nation,E92000001,England,femaleCases,"90+",7022.9,24653
"2020-12-14",nation,E92000001,England,femaleCases,"20_to_24",5636.6,84691
"2020-12-14",nation,E92000001,England,femaleCases,"45_to_49",3985.1,68309
"2020-12-14",nation,E92000001,England,femaleCases,"70_to_74",1419.4,20569
"2020-12-14",nation,E92000001,England,femaleCases,"80_to_84",2655.6,21363
"2020-12-14",nation,E92000001,England,femaleCases,"75_to_79",1845.4,19192
"2020-12-14",nation,E92000001,England,femaleCases,"65_to_69",1649.4,23817
"2020-12-14",nation,E92000001,England,femaleCases,"10_to_14",1895.5,32711
"2020-12-14",nation,E92000001,England,femaleCases,"55_to_59",3022.8,59868
"2020-12-14",nation,E92000001,England,femaleCases,"5_to_9",930.6,17319
"2020-12-13",nation,E92000001,England,maleCases,"35_to_39",2922.7,55548
"2020-12-13",nation,E92000001,England,maleCases,"55_to_59",2657.1,51200
"2020-12-13",nation,E92000001,England,maleCases,"15_to_19",3402.7,58508
"2020-12-13",nation,E92000001,England,maleCases,"50_to_54",3091.7,56866
"2020-12-13",nation,E92000001,England,maleCases,"10_to_14",1798.9,32605
"2020-12-13",nation,E92000001,England,maleCases,"80_to_84",3074.5,19537
"2020-12-13",nation,E92000001,England,maleCases,"60_to_64",2538.6,38770
"2020-12-13",nation,E92000001,England,maleCases,"45_to_49",3185,54151
"2020-12-13",nation,E92000001,England,maleCases,"90+",6601.5,10974
"2020-12-13",nation,E92000001,England,maleCases,"70_to_74",1746.7,23234
"2020-12-13",nation,E92000001,England,maleCases,"40_to_44",2818.9,52124
"2020-12-13",nation,E92000001,England,maleCases,"75_to_79",2230.5,20090
"2020-12-13",nation,E92000001,England,maleCases,"25_to_29",3474.6,62289
"2020-12-13",nation,E92000001,England,maleCases,"20_to_24",4286,68050
"2020-12-13",nation,E92000001,England,maleCases,"30_to_34",3134.8,60599
"2020-12-13",nation,E92000001,England,maleCases,"85_to_89",4536.4,15916
"2020-12-13",nation,E92000001,England,maleCases,"65_to_69",1930.1,26110
"2020-12-13",nation,E92000001,England,maleCases,"5_to_9",997.3,18047
